GENERATION_DISTRIBUTION
Note!!! Please add ' at the beginning of generator ID as a special indicator of text type.
Unit Name,Unit ID, Type, Element Name, Ratio
Gila River CC1a,'1,BUS,159979,0.4347152
Gila River CC1b,'1,BUS,159972,0.5652848
Gila River CC1b,'1,BUS,159979,0.4347152
Gila River CC2a,'1,BUS,159973,0.5706888
Gila River CC2a,'1,BUS,159980,0.4293112
Gila River CC2b,'1,BUS,159974,0.5706888
Gila River CC2b,'1,BUS,159980,0.4293112
Gila River CC3a,'1,BUS,159975,0.5706888
Gila River CC3a,'1,BUS,159981,0.4293112
Gila River CC3b,'1,BUS,159976,0.5706888
Gila River CC3b,'1,BUS,159981,0.4293112
Gila River CC4a,'1,BUS,159977,0.5652848
Gila River CC4a,'1,BUS,159982,0.4347152
Gila River CC4b,'1,BUS,159978,0.5652848
Gila River CC4b,'1,BUS,159982,0.4347152
GilroyCC-Total,'1,BUS,35850,0.7228315
GilroyCC-Total,'2,BUS,35871,0.2771685
Glenarm_GT5,'CT,BUS,29013,0.7713414
Glenarm_GT5,'ST,BUS,29014,0.2286585
Glenrock_1,'1,BUS,69003,1
Glenrock_2,'1,BUS,69003,1
Golden Hills A,'1,BUS,33873,1
Golden Hills B,'1,BUS,33873,1
GoldendaleCC-Total,'1,BUS,47687,0.656028
GoldendaleCC-Total,'L,BUS,47688,0.343972
Grand Coulee,'1,BUS,40291,0.103305
Grand Coulee,'1,BUS,40293,0.103305
Grand Coulee,'1,BUS,40295,0.103305
Grand Coulee,'1,BUS,40296,0.120635
Grand Coulee,'1,BUS,40297,0.120635
Grand Coulee,'1,BUS,40298,0.120635
Grand Coulee,'1,BUS,41721,0.0183
Grand Coulee,'2,BUS,41722,0.0183
Grand Coulee,'3,BUS,41723,0.0183
Grand Coulee,'4,BUS,41724,0.0177
Grand Coulee,'5,BUS,41725,0.0183
Grand Coulee,'6,BUS,41726,0.0183
Grand Coulee,'7,BUS,41727,0.0183
Grand Coulee,'8,BUS,41728,0.0183
Grand Coulee,'9,BUS,41729,0.0183
Grand Coulee,'A,BUS,41730,0.0183
Grand Coulee,'B,BUS,41731,0.0183
Grand Coulee,'C,BUS,41732,0.0183
Grand Coulee,'D,BUS,41733,0.0183
Grand Coulee,'E,BUS,41734,0.0183
Grand Coulee,'F,BUS,41735,0.0183
Grand Coulee,'G,BUS,41736,0.0183
Grand Coulee,'I,BUS,41737,0.0183
Grand Coulee,'J,BUS,41738,0.0183
Grays Harbor CC1a,'1,BUS,47596,0.5564415
Grays Harbor CC1a,'1,BUS,47598,0.4435585
Grays Harbor CC1b,'1,BUS,47597,0.5564415
Grays Harbor CC1b,'1,BUS,47598,0.4435585
Grayson CC,'1,BUS,27342,0.125
Grayson CC,'2,BUS,27344,0.195313
Grayson CC,'8a,BUS,27356,0.220313
Grayson CC,'8b,BUS,27358,0.459375
Griffith CC1a,'1,BUS,19311,0.5010982
Griffith CC1a,'3,BUS,19313,0.4989018
Griffith CC1b,'2,BUS,19312,0.5010982
Griffith CC1b,'3,BUS,19313,0.4989018
GUERNSEY_D1_34461_8,'8,BUS,34461,0.5
GUERNSEY_D1_34461_8,'5,BUS,34463,0.5
Harbor CC1a,'5,BUS,26023,0.3478261
Harbor CC1a,'1,BUS,26110,0.6521739
Harbor CC1b,'5,BUS,26023,0.3478261
Harbor CC1b,'2,BUS,26111,0.6521739
Harbor CC1CC215,'5,BUS,26023,0.2105263
Harbor CC1CC215,'1,BUS,26110,0.3947369
Harbor CC1CC215,'2,BUS,26111,0.3947369
HarborCgnCC-Total,'HP,BUS,24062,0.111697
HarborCgnCC-Total,'1,BUS,24062,0.7780441
HarborCgnCC-Total,'LP,BUS,25510,0.1102589
Harmac_Biomass,'4,BUS,80585,0.431035
Harmac_Biomass,'3,BUS,80586,0.568966
HarquahalaCC1-Total,'1,BUS,15157,0.6352605
HarquahalaCC1-Total,'1,BUS,15158,0.3647395
HarquahalaCC2-Total,'1,BUS,15159,0.6352605
HarquahalaCC2-Total,'1,BUS,15160,0.3647395
HarquahalaCC3-Total,'1,BUS,15161,0.6352605
HarquahalaCC3-Total,'1,BUS,15162,0.3647395
Harry Allen CC1a,'1,BUS,18426,0.6245838
Harry Allen CC1a,'1,BUS,18428,0.3754162
Harry Allen CC1b,'1,BUS,18427,0.6245838
Harry Allen CC1b,'1,BUS,18428,0.3754162
Harvest Wind,'Z2,BUS,47907,0.352113
Harvest Wind,'Z1,BUS,47981,0.647887
Hatchet Ridge Wind Farm,'5,BUS,31914,0.1148517
Hatchet Ridge Wind Farm,'4,BUS,31914,0.186047
Hatchet Ridge Wind Farm,'2,BUS,31914,0.232558
Hatchet Ridge Wind Farm,'3,BUS,31914,0.232558
Hatchet Ridge Wind Farm,'1,BUS,31914,0.232558
Haynes 12CC12CC444,'1,BUS,26026,0.5
Haynes 12CC12CC444,'2,BUS,26027,0.5
Haynes CC1a,'8,BUS,26151,0.4358438
Haynes CC1a,'9,BUS,26152,0.5641562
Haynes CC1b,'8,BUS,26151,0.4358438
Haynes CC1b,'10,BUS,26153,0.5641562
Heber 1 Geothermal1ST35,'14,BUS,21011,0.3392857
Heber 1 Geothermal1ST35,'12,BUS,21012,0.1994048
Heber 1 Geothermal1ST35,'11,BUS,21012,0.4613095
HermistnGenCC1-Total,'1,BUS,45454,0.676692
HermistnGenCC1-Total,'1,BUS,45455,0.323308
HermistnGenCC2-Total,'1,BUS,45456,0.676692
HermistnGenCC2-Total,'1,BUS,45457,0.323308
Hermiston Pwr CC1a,'1,BUS,47639,0.5833333
Hermiston Pwr CC1a,'1,BUS,47641,0.4166667
Hermiston Pwr CC1b,'1,BUS,47640,0.5915033
Hermiston Pwr CC1b,'1,BUS,47641,0.4084967
Higgins CC1a,'1,BUS,18407,0.4691275
Higgins CC1a,'1,BUS,18408,0.5308725
Higgins CC1b,'1,BUS,18407,0.4691275
Higgins CC1b,'1,BUS,18409,0.5308725
High Desert CC1a,'1,BUS,29000,0.3850156
High Desert CC1a,'1,BUS,29001,0.6149844
High Desert CC1b,'1,BUS,29000,0.3850156
High Desert CC1b,'1,BUS,29002,0.6149844
High Desert CC1c,'1,BUS,29000,0.3850156
High Desert CC1c,'1,BUS,29003,0.6149844
High_Plains,'1,BUS,69073,1
Hopkins Ridge Wind 1-2,'Z1,BUS,47878,0.473077
Hopkins Ridge Wind 1-2,'Z1,BUS,47879,0.526923
HorizonCC-Total,'5,BUS,56264,0.151429
HorizonCC-Total,'G1,BUS,57264,0.848571
Horseshoe Bend Wind,'Z1,BUS,47464,0.5
Horseshoe Bend Wind,'Z1,BUS,47469,0.5
Hot Pot Solar,'1,BUS,641173,0.333333
Hot Pot Solar,'1,BUS,641176,0.333333
Hot Pot Solar,'1,BUS,641179,0.333333
Huntington Beach CC1a,'G1,BUS,24580,0.6500726
Huntington Beach CC1a,'S1,BUS,24582,0.3499274
Huntington Beach CC1b,'G2,BUS,24581,0.6500726
Huntington Beach CC1b,'S1,BUS,24582,0.3499274
HuronSolar,'2,BUS,34557,0.5
HuronSolar,'1,BUS,34557,0.5
Hyder 1 (Phase 1) BESS,'X0,BUS,85778,1
Hyder 1 (Phase 2) BESS,'X0,BUS,85778,1
Hyder I (Phase 1),'1,BUS,85778,1
Hyder I (Phase 2),'1,BUS,85778,1
Ice Harbor,'1,BUS,40559,0.159295
Ice Harbor,'2,BUS,40560,0.123415
Ice Harbor,'3,BUS,40561,0.123415
Ice Harbor,'4,BUS,40562,0.197959
Ice Harbor,'5,BUS,40563,0.197959
Ice Harbor,'6,BUS,40564,0.197959
Iron Point 2,'1,BUS,641212,0.5
Iron Point 2,'1,BUS,641215,0.5
IronMountainPump-Total,'4,BUS,25417,0.111111
IronMountainPump-Total,'2,BUS,25417,0.111111
IronMountainPump-Total,'1,BUS,25417,0.111111
IronMountainPump-Total,'3,BUS,25417,0.111111
IronMountainPump-Total,'9,BUS,25418,0.111111
IronMountainPump-Total,'5,BUS,25418,0.111111
IronMountainPump-Total,'6,BUS,25418,0.111111
IronMountainPump-Total,'8,BUS,25418,0.111111
IronMountainPump-Total,'7,BUS,25418,0.111111
JM Shafer CC,'G5,BUS,70487,0.118026
JM Shafer CC,'G4,BUS,70487,0.126252
JM Shafer CC,'G3,BUS,70490,0.135193
JM Shafer CC,'ST,BUS,70490,0.180426
JM Shafer CC,'ST,BUS,70493,0.1828488
JM Shafer CC,'G2,BUS,70495,0.125179
JM Shafer CC,'G1,BUS,70495,0.129828
John Day,'1,BUS,44071,0.0625
John Day,'2,BUS,44071,0.0625
John Day,'4,BUS,44072,0.0625
John Day,'3,BUS,44072,0.0625
John Day,'6,BUS,44073,0.0625
John Day,'5,BUS,44073,0.0625
John Day,'7,BUS,44074,0.0625
John Day,'8,BUS,44074,0.0625
John Day,'9,BUS,44075,0.0625
John Day,'10,BUS,44075,0.0625
John Day,'11,BUS,44076,0.0625
John Day,'12,BUS,44076,0.0625
John Day,'14,BUS,44077,0.0625
John Day,'13,BUS,44077,0.0625
John Day,'15,BUS,44078,0.0625
John Day,'16,BUS,44078,0.0625
Julian Hinds Pump-Total,'2,BUS,25419,0.111111
Julian Hinds Pump-Total,'1,BUS,25419,0.111111
Julian Hinds Pump-Total,'4,BUS,25419,0.111111
Julian Hinds Pump-Total,'3,BUS,25419,0.111111
Julian Hinds Pump-Total,'9,BUS,25420,0.111111
Julian Hinds Pump-Total,'7,BUS,25420,0.111111
Julian Hinds Pump-Total,'5,BUS,25420,0.111111
Julian Hinds Pump-Total,'6,BUS,25420,0.111111
Julian Hinds Pump-Total,'8,BUS,25420,0.111111
K Road Moapa,'SM,BUS,26976,0.476899
K Road Moapa,'GE,BUS,26977,0.125685
K Road Moapa,'GE,BUS,26978,0.397416
KAWEAH PH 1 UNIT 1,'EQ,BUS,25704,1
KAWEAH PH 2 & 3 PSP AGGREGATE,'EQ,BUS,25704,1
Kiefer Landfill 1-1,'X0,BUS,37107,1
Kiefer Landfill 1-2,'X0,BUS,37107,1
Kiefer Landfill 1-3,'X0,BUS,37107,1
Kiefer Landfill 2-1,'X0,BUS,37107,1
Kiefer Landfill 2-2,'X0,BUS,37107,1
King City Cogen,'1,BUS,36202,0.333333
King City Cogen,'1,BUS,36203,0.666667
KingsburgCgnCC-Total,'2,BUS,34642,0.3616715
KingsburgCgnCC-Total,'1,BUS,34642,0.6383286
Klamath CG CC1a,'1,BUS,45447,0.3518519
Klamath CG CC1a,'1,BUS,45448,0.6481481
Klamath CG CC1b,'1,BUS,45447,0.3518519
Klamath CG CC1b,'1,BUS,45449,0.6481481
Klondike Wind 1-2,'Z1,BUS,47912,0.454546
Klondike Wind 1-2,'Z1,BUS,47917,0.545455
Klondike Wind III-1,'Z1,BUS,47924,0.552532
Klondike Wind III-1,'Z1,BUS,47926,0.447468
Kohler Hydro 1-2,'X1,BUS,70261,1
Kyrene 7 CC,'1,BUS,15918,0.416988
Kyrene 7 CC,'1,BUS,15919,0.583012
LaGrande_5,'1,BUS,46733,1
LaGrande6HY0.45,'1,BUS,46733,1
Lake Side CC1a,'1,BUS,66437,0.574388
Lake Side CC1a,'1,BUS,66439,0.4256121
Lake Side CC1b,'1,BUS,66438,0.574388
Lake Side CC1b,'1,BUS,66439,0.4256121
Lake Side CC2a,'2,BUS,67906,0.5294118
Lake Side CC2a,'2,BUS,67908,0.4705882
Lake Side CC2b,'2,BUS,67907,0.5339806
Lake Side CC2b,'2,BUS,67908,0.4660194
LangleyGulchCC-Total,'C1,BUS,60268,0.6472727
LangleyGulchCC-Total,'S1,BUS,60269,0.3527273
LaRosita CFE CC1a,'1,BUS,20187,0.6332374
LaRosita CFE CC1a,'4,BUS,20189,0.3667626
LaRosita CFE CC1b,'2,BUS,20188,0.6333917
LaRosita CFE CC1b,'4,BUS,20189,0.3666083
LaRosita CFE CC1c,'4,BUS,20189,0.3666083
LaRosita CFE CC1c,'3,BUS,20190,0.6333917
LaRosita2CC-Total,'1,BUS,22996,0.450908
LaRosita2CC-Total,'1,BUS,22997,0.549092
Las Vegas Cogen 1CC,'ST,BUS,18265,0.2111111
Las Vegas Cogen 1CC,'GT,BUS,18265,0.7888889
Las Vegas Cogen 2CC1a,'ST,BUS,18702,0.2435326
Las Vegas Cogen 2CC1a,'A,BUS,18702,0.7564675
Las Vegas Cogen 2CC1b,'B,BUS,18700,0.7441425
Las Vegas Cogen 2CC1b,'ST,BUS,18702,0.2558576
Las Vegas Cogen 2CC2a,'ST,BUS,18703,0.2196382
Las Vegas Cogen 2CC2a,'A,BUS,18703,0.7803618
Las Vegas Cogen 2CC2b,'B,BUS,18699,0.755513
Las Vegas Cogen 2CC2b,'ST,BUS,18703,0.2444871
Little Goose,'1,BUS,44211,0.166667
Little Goose,'2,BUS,44211,0.166667
Little Goose,'4,BUS,44212,0.166667
Little Goose,'3,BUS,44212,0.166667
Little Goose,'5,BUS,44213,0.166667
Little Goose,'6,BUS,44214,0.166667
LodiEnergyCC-Total,'1,BUS,38123,0.657766
LodiEnergyCC-Total,'1,BUS,38124,0.342234
Los Esteros CC1a,'1,BUS,35854,0.6245847
Los Esteros CC1a,'1,BUS,35858,0.3754153
Los Esteros CC1b,'1,BUS,35855,0.6051712
Los Esteros CC1b,'1,BUS,35858,0.3948288
Los Esteros CC1c,'1,BUS,35856,0.6270627
Los Esteros CC1c,'1,BUS,35858,0.3729373
Los Esteros CC1d,'1,BUS,35857,0.6200404
Los Esteros CC1d,'1,BUS,35858,0.3799596
Los Medanos EC CC1a,'1,BUS,33112,0.5758092
Los Medanos EC CC1a,'1,BUS,33113,0.4241908
Los Medanos EC CC1b,'1,BUS,33111,0.5758092
Los Medanos EC CC1b,'1,BUS,33113,0.4241908
Lower Granite,'2,BUS,44231,0.145535
Lower Granite,'1,BUS,44231,0.170893
Lower Granite,'3,BUS,44232,0.170893
Lower Granite,'4,BUS,44232,0.170893
Lower Granite,'5,BUS,44233,0.170893
Lower Granite,'6,BUS,44234,0.170893
Lower Monumental,'1,BUS,44251,0.146946
Lower Monumental,'2,BUS,44251,0.170611
Lower Monumental,'3,BUS,44252,0.170611
Lower Monumental,'4,BUS,44252,0.170611
Lower Monumental,'5,BUS,44253,0.170611
Lower Monumental,'6,BUS,44254,0.170611
LTO2019_CC1,'GT,BUS,573001,0.6
LTO2019_CC1,'ST,BUS,573501,0.4
LTO2019_CC3,'GT,BUS,573008,0.6
LTO2019_CC3,'ST,BUS,573508,0.4
LTO2019_CC4,'GT,BUS,573003,0.6
LTO2019_CC4,'ST,BUS,573503,0.4
LTO2019_CC5,'GT,BUS,573004,0.6
LTO2019_CC5,'ST,BUS,573504,0.4
Luna CC1a,'1,BUS,10394,0.4820442
Luna CC1a,'1,BUS,10396,0.5179558
Luna CC1b,'1,BUS,10395,0.4820442
Luna CC1b,'1,BUS,10396,0.5179558
Magnolia CC,'1,BUS,27249,0.5038521
Magnolia CC,'1,BUS,27250,0.4961479
Malburg CC1a,'C1,BUS,24239,0.6323529
Malburg CC1a,'S3,BUS,24241,0.3676471
Malburg CC1b,'C2,BUS,24240,0.6323529
Malburg CC1b,'S3,BUS,24241,0.3676471
Manzana Wind,'1,BUS,24658,0.444444
Manzana Wind,'1,BUS,24661,0.555556
MarchPointCC-Total,'1,BUS,42131,0.278364
MarchPointCC-Total,'2,BUS,42132,0.278364
MarchPointCC-Total,'3,BUS,42133,0.278364
MarchPointCC-Total,'L,BUS,42134,0.164908
MartinezCC-Total,'1,BUS,33141,0.212286
MartinezCC-Total,'1,BUS,33142,0.393857
MartinezCC-Total,'1,BUS,33143,0.393857
Maxwell Hydro,'X1,BUS,70261,1
Mazeppa_1,'G5,BUS,54242,0.2
Mazeppa_1,'G1,BUS,54242,0.2
Mazeppa_1,'G2,BUS,54242,0.2
Mazeppa_1,'G3,BUS,54242,0.2
Mazeppa_1,'G4,BUS,54242,0.2
McCoy Station1PV-NT250,'1,BUS,24974,0.158915
McCoy Station1PV-NT250,'3,BUS,25038,0.193799
McCoy Station1PV-NT250,'4,BUS,25041,0.329457
McCoy Station1PV-NT250,'2,BUS,25044,0.31783
McFaddenRidge,'1,BUS,69073,1
McLymontCreek,'1,BUS,80787,0.333333
McLymontCreek,'3,BUS,80787,0.333333
McLymontCreek,'2,BUS,80787,0.333333
McNary,'1,BUS,44101,0.0714
McNary,'2,BUS,44102,0.0726
McNary,'3,BUS,44103,0.0726
McNary,'4,BUS,44104,0.0726
McNary,'5,BUS,44105,0.0726
McNary,'6,BUS,44106,0.0573
McNary,'7,BUS,44107,0.0726
McNary,'8,BUS,44108,0.0726
McNary,'9,BUS,44109,0.0726
McNary,'10,BUS,44110,0.0726
McNary,'11,BUS,44111,0.0726
McNary,'12,BUS,44112,0.0726
McNary,'13,BUS,44113,0.0724
McNary,'14,BUS,44114,0.0726
Meikle_Wind_1,'1,BUS,80450,0.208559
Meikle_Wind_1,'2,BUS,80451,0.157638
Meikle_Wind_1,'3,BUS,80452,0.139762
Meikle_Wind_1,'4,BUS,80453,0.157638
Meikle_Wind_1,'5,BUS,80454,0.157638
Meikle_Wind_1,'6,BUS,81021,0.178765
Mesquite CC1a,'1,BUS,15164,0.5134228
Mesquite CC1a,'1,BUS,15166,0.4865772
Mesquite CC1b,'1,BUS,15165,0.5134228
Mesquite CC1b,'1,BUS,15166,0.4865772
Mesquite CC2a,'1,BUS,15167,0.5136124
Mesquite CC2a,'1,BUS,15169,0.4863876
Mesquite CC2b,'1,BUS,15168,0.512635
Mesquite CC2b,'1,BUS,15169,0.487365
Metcalf CC1a,'1,BUS,35881,0.6183169
Metcalf CC1a,'1,BUS,35883,0.3816831
Metcalf CC1b,'1,BUS,35882,0.6183169
Metcalf CC1b,'1,BUS,35883,0.3816831
MillenniumCC-Total,'G6,BUS,59208,0.31767
MillenniumCC-Total,'G3,BUS,59219,0.16748
MillenniumCC-Total,'G4,BUS,59223,0.19718
MillenniumCC-Total,'G5,BUS,59908,0.31767
MintFarmCC-Total,'1,BUS,47675,0.6243507
MintFarmCC-Total,'1,BUS,47676,0.3756494
Montague Wind,'Z1,BUS,47378,0.5
Montague Wind,'Z1,BUS,47397,0.5
MorWind,'1,BUS,24560,0.7039
MorWind,'1,BUS,24566,0.2961
Moss Landing CC1a,'1,BUS,36221,0.6295562
Moss Landing CC1a,'1,BUS,36223,0.3704437
Moss Landing CC1b,'1,BUS,36222,0.6295562
Moss Landing CC1b,'1,BUS,36223,0.3704437
Moss Landing CC2a,'1,BUS,36224,0.6295562
Moss Landing CC2a,'1,BUS,36226,0.3704437
Moss Landing CC2b,'1,BUS,36225,0.6295562
Moss Landing CC2b,'1,BUS,36226,0.3704437
MS_G1,'PV,BUS,11287,0.926214
MS_G1,'PV,BUS,11288,0.0738
Mtnview CC3a,'1,BUS,24921,0.6186896
Mtnview CC3a,'1,BUS,24923,0.3813104
Mtnview CC3b,'1,BUS,24922,0.6158009
Mtnview CC3b,'1,BUS,24923,0.3841991
Mtnview CC4a,'1,BUS,24924,0.6172507
Mtnview CC4a,'1,BUS,24926,0.3827493
Mtnview CC4b,'1,BUS,24925,0.6172507
Mtnview CC4b,'1,BUS,24926,0.3827493
Mulligan (MUL1),'X0,BUS,56687,1
Mustang,'1,BUS,34683,1
Mustang 3,'1,BUS,34683,1
Mustang 4,'1,BUS,34683,1
NeboPwrStaCC-Total,'1,BUS,66068,0.4748687
NeboPwrStaCC-Total,'1,BUS,66069,0.5251313
NevadaCogen CC1,'ST,BUS,18270,0.222603
NevadaCogen CC1,'1,BUS,18270,0.2601597
NevadaCogen CC1,'3,BUS,18271,0.259132
NevadaCogen CC1,'2,BUS,18271,0.259132
NevadaCogen CC2,'C,BUS,18276,0.2167991
NevadaCogen CC2,'B,BUS,18276,0.2167991
NevadaCogen CC2,'A,BUS,18277,0.241418
NevadaCogen CC2,'ST,BUS,18277,0.3246311
NEW_LINDBER7_55444_G1,'G1,BUS,55444,0.5
NEW_LINDBER7_55444_G1,'G2,BUS,55444,0.5
New_LTO2019_CC2,'GT,BUS,573007,0.6
New_LTO2019_CC2,'ST,BUS,573507,0.4
Newman CC5a,'1,BUS,11208,0.5075758
Newman CC5a,'1,BUS,11261,0.4924242
Newman CC5b,'1,BUS,11209,0.5075758
Newman CC5b,'1,BUS,11261,0.4924242
Newman CC7,'1,BUS,11229,0.64375
Newman CC7,'1,BUS,11230,0.35625
Nine Canyon Wind,'Z1,BUS,47948,0.336842
Nine Canyon Wind,'Z1,BUS,47952,0.326316
Nine Canyon Wind,'Z1,BUS,47956,0.336842
North Hurlburt Wind,'Z1,BUS,47452,0.5
North Hurlburt Wind,'Z1,BUS,47455,0.5
NovaJoffreCC-Total,'3,BUS,56357,0.2949
NovaJoffreCC-Total,'1,BUS,58354,0.350333
NovaJoffreCC-Total,'2,BUS,58355,0.354767
NrthwdGreenPwr,'B,BUS,50845,0.306709
NrthwdGreenPwr,'C,BUS,50848,0.335463
NrthwdGreenPwr,'A,BUS,51697,0.357828
Orange County Energy Storage 2,'EQ,BUS,25663,1
Orange County Energy Storage 3,'EQ,BUS,25663,1
Orodell Hydro,'X1,BUS,70261,1
Oso Grande Wind,'1,BUS,160934,0.12692
Oso Grande Wind,'1,BUS,160935,0.381973
Oso Grande Wind,'1,BUS,160936,0.491108
OsoPump-Total,'3,BUS,25614,0.050847
OsoPump-Total,'4,BUS,25614,0.050847
OsoPump-Total,'1,BUS,25614,0.199153
OsoPump-Total,'2,BUS,25614,0.199153
OsoPump-Total,'6,BUS,25615,0.050847
OsoPump-Total,'5,BUS,25615,0.050847
OsoPump-Total,'7,BUS,25615,0.199153
OsoPump-Total,'8,BUS,25615,0.199153
Otay Mesa CC1a,'1,BUS,22605,0.5481728
Otay Mesa CC1a,'1,BUS,22607,0.4518273
Otay Mesa CC1b,'1,BUS,22606,0.5496688
Otay Mesa CC1b,'1,BUS,22607,0.4503311
Painted Hills WindparkWT44.5,'Q2,BUS,25645,0.430804
Painted Hills WindparkWT44.5,'Q1,BUS,25645,0.569196
Palomar CC1a,'1,BUS,22262,0.6166667
Palomar CC1a,'1,BUS,22265,0.3833333
Palomar CC1b,'1,BUS,22263,0.6166667
Palomar CC1b,'1,BUS,22265,0.3833333
Pastoria CC1a,'G1,BUS,29051,0.6614583
Pastoria CC1a,'S1,BUS,29053,0.3385417
Pastoria CC1b,'G2,BUS,29052,0.6678832
Pastoria CC1b,'S1,BUS,29053,0.3321168
PastoriaCC2-Total,'G3,BUS,29054,0.6433121
PastoriaCC2-Total,'S2,BUS,29055,0.3566879
PdteJuarezCC-Total,'1,BUS,20010,0.662279
PdteJuarezCC-Total,'2,BUS,20011,0.337721
PearBlossomPump-Total,'3,BUS,25617,0.050265
PearBlossomPump-Total,'1,BUS,25617,0.113757
PearBlossomPump-Total,'2,BUS,25617,0.113757
PearBlossomPump-Total,'4,BUS,25618,0.050265
PearBlossomPump-Total,'6,BUS,25618,0.113757
PearBlossomPump-Total,'5,BUS,25618,0.113757
PearBlossomPump-Total,'7,BUS,25619,0.148148
PearBlossomPump-Total,'8,BUS,25619,0.148148
PearBlossomPump-Total,'9,BUS,25620,0.148148
Peetz Table 1,'W2,BUS,70712,0.6028336
Peetz Table 1,'W3,BUS,70713,0.3971664
PLAYA2-G,'1,BUS,181002,0.4376
PLAYA2-G,'2,BUS,181013,0.5624
PortWestwrd1CC-Total,'1,BUS,43905,0.6445183
PortWestwrd1CC-Total,'1,BUS,43907,0.3554817
Priest Rapids,'1,BUS,46170,0.1
Priest Rapids,'2,BUS,46171,0.1
Priest Rapids,'3,BUS,46172,0.1
Priest Rapids,'4,BUS,46173,0.1
Priest Rapids,'5,BUS,46174,0.1
Priest Rapids,'6,BUS,46175,0.1
Priest Rapids,'7,BUS,46176,0.1
Priest Rapids,'8,BUS,46177,0.1
Priest Rapids,'9,BUS,46178,0.1
Priest Rapids,'A,BUS,46179,0.1
Pueblo Airport 3 CC,'S1,BUS,71003,0.2337918
Pueblo Airport 3 CC,'G2,BUS,71003,0.3831041
Pueblo Airport 3 CC,'G1,BUS,71003,0.3831041
Pueblo Airport 4 CC,'S1,BUS,71004,0.2337918
Pueblo Airport 4 CC,'G1,BUS,71004,0.3831041
Pueblo Airport 4 CC,'G2,BUS,71004,0.3831041
Pumped Hydro Storage (Generic),'VP,BUS,25447,0.520767
Pumped Hydro Storage (Generic),'VP,BUS,25448,0.479233
Ralston_1,'G2,BUS,54270,0.1
Ralston_1,'G4,BUS,54270,0.1
Ralston_1,'G3,BUS,54270,0.1
Ralston_1,'G6,BUS,54270,0.1
Ralston_1,'G7,BUS,54270,0.1
Ralston_1,'G5,BUS,54270,0.1
Ralston_1,'GX,BUS,54270,0.1
Ralston_1,'G8,BUS,54270,0.1
Ralston_1,'G1,BUS,54270,0.1
Ralston_1,'G9,BUS,54270,0.1
RathdrumCC-Total,'1,BUS,47568,0.593333
RathdrumCC-Total,'1,BUS,47569,0.406667
Red Cloud,'1,BUS,10856,0.49185
Red Cloud,'1,BUS,10861,0.50815
Red Hawk CC1a,'1,BUS,14974,0.6293186
Red Hawk CC1a,'1,BUS,14982,0.3706814
Red Hawk CC1b,'1,BUS,14975,0.6293186
Red Hawk CC1b,'1,BUS,14982,0.3706814
Red Hawk CC2a,'1,BUS,14976,0.6293186
Red Hawk CC2a,'1,BUS,14983,0.3706814
Red Hawk CC2b,'1,BUS,14977,0.6293186
Red Hawk CC2b,'1,BUS,14983,0.3706814
Redding Power CC1a,'1,BUS,37944,0.242268
Redding Power CC1a,'1,BUS,37958,0.757732
Redding Power CC1b,'1,BUS,37944,0.2478032
Redding Power CC1b,'1,BUS,37963,0.7521968
Ridgetop I1WT38.24,'1,BUS,24458,1
Rifle CC,'2,BUS,79251,0.20765
Rifle CC,'1,BUS,79251,0.377049
Rifle CC,'4,BUS,79252,0.20765
Rifle CC,'3,BUS,79252,0.20765
RimRockEnergy,'1,BUS,622584,0.460318
RimRockEnergy,'1,BUS,622585,0.539683
RioBravo_Hydro1,'2,BUS,35020,0.5
RioBravo_Hydro1,'1,BUS,35020,0.5
Rock Island,'U1,BUS,46802,0.0801
Rock Island,'U2,BUS,46804,0.0801
Rock Island,'U3,BUS,46806,0.0801
Rock Island,'U4,BUS,46810,0.0801
Rock Island,'U5,BUS,46812,0.0801
Rock Island,'U6,BUS,46814,0.0801
Rock Island,'U7,BUS,46820,0.0801
Rock Island,'U8,BUS,46822,0.0801
Rock Island,'B2,BUS,46889,0.0341
Rock Island,'B1,BUS,46889,0.0341
Rock Island,'B4,BUS,46891,0.0341
Rock Island,'B3,BUS,46891,0.0341
Rock Island,'B5,BUS,46893,0.0371
Rock Island,'B6,BUS,46893,0.0371
Rock Island,'B7,BUS,46893,0.0371
Rock Island,'B8,BUS,46895,0.0371
Rock Island,'B9,BUS,46895,0.0371
Rock Island,'BA,BUS,46895,0.0371
Rock River I,'1,BUS,65583,1
Rocky Mtn CC1a,'G1,BUS,70588,0.5057471
Rocky Mtn CC1a,'ST,BUS,70591,0.4942529
Rocky Mtn CC1b,'G2,BUS,70589,0.5057471
Rocky Mtn CC1b,'ST,BUS,70591,0.4942529
Rocky Reach,'C1,BUS,46841,0.086
Rocky Reach,'C2,BUS,46842,0.086
Rocky Reach,'C3,BUS,46843,0.086
Rocky Reach,'C4,BUS,46844,0.086
Rocky Reach,'C5,BUS,46845,0.086
Rocky Reach,'C6,BUS,46846,0.086
Rocky Reach,'C7,BUS,46847,0.086
Rocky Reach,'C8,BUS,46848,0.103398
Rocky Reach,'C9,BUS,46849,0.103398
Rocky Reach,'CA,BUS,46850,0.0954
Rocky Reach,'CB,BUS,46851,0.0954
Roseville EP CC,'1,BUS,38071,0.294118
Roseville EP CC,'2,BUS,38079,0.294118
Roseville EP CC,'3,BUS,38080,0.411765
