GENERATION_DISTRIBUTION
Note!!! Please add ' at the beginning of generator ID as a special indicator of text type.
Unit Name,Unit ID, Type, Element Name, Ratio
Roundhouse,'W1,BUS,78053,0.0914
Roundhouse,'W2,BUS,78054,0.460486
Roundhouse,'W3,BUS,78055,0.448124
Rush Creek I,'W2,BUS,70631,0.5501643
Rush Creek I,'W3,BUS,70771,0.4498357
Russell City CC1a,'1,BUS,35304,0.589701
Russell City CC1a,'3,BUS,35306,0.410299
Russell City CC1b,'2,BUS,35305,0.5879213
Russell City CC1b,'3,BUS,35306,0.4120787
Saguaro CC1,'1,BUS,18282,0.3714565
Saguaro CC1,'2,BUS,18283,0.3714565
Saguaro CC1,'3,BUS,18284,0.257087
Santa Ana Storage 11BA20,'EQ,BUS,25663,1
Santan 6 CC,'1,BUS,15929,0.5451264
Santan 6 CC,'1,BUS,15930,0.4548737
Santan CC5a,'1,BUS,15926,0.4863014
Santan CC5a,'1,BUS,15927,0.5136986
Santan CC5b,'1,BUS,15926,0.4846416
Santan CC5b,'1,BUS,15928,0.5153584
SantaYnezCC-Total,'S1,BUS,24326,0.408163
SantaYnezCC-Total,'G1,BUS,24362,0.591837
SCACogen2 CC,'1,BUS,37310,0.357037
SCACogen2 CC,'1,BUS,37311,0.2851852
SCACogen2 CC,'1,BUS,37312,0.3577778
SCADSNV_Solar (Generic)PV-NT568,'VS,BUS,25484,0.334495
SCADSNV_Solar (Generic)PV-NT568,'VS,BUS,25488,0.665505
Scattergood CC3,'4,BUS,26157,0.6701847
Scattergood CC3,'5,BUS,26158,0.3298153
ScotfordUpgdCC-Total,'ST,BUS,56885,0.490518
ScotfordUpgdCC-Total,'GT,BUS,58185,0.509482
SevenMileHill1,'1,BUS,69027,1
SevenMileHill2,'1,BUS,69027,1
Shepard EC CC1a,'1,BUS,54773,0.3825623
Shepard EC CC1a,'2,BUS,54774,0.6174377
Shepard EC CC1b,'1,BUS,54773,0.378022
Shepard EC CC1b,'3,BUS,54775,0.621978
Silverhawk CC1a,'1,BUS,18401,0.5525277
Silverhawk CC1a,'3,BUS,18403,0.4474723
Silverhawk CC1b,'2,BUS,18402,0.5523646
Silverhawk CC1b,'3,BUS,18403,0.4476354
Skookumchuk,'1,BUS,51037,0.226244
Skookumchuk,'2,BUS,51037,0.773756
Slate Solar PV,'X5,BUS,30879,0.0868
Slate Solar PV,'X1,BUS,30879,0.166945
Slate Solar PV,'X4,BUS,30879,0.210351
Slate Solar PV,'X3,BUS,30879,0.225376
Slate Solar PV,'X2,BUS,86105,0.310518
SlaveLakePulp,'G2,BUS,55232,0.333333
SlaveLakePulp,'G1,BUS,55232,0.333333
SlaveLakePulp,'G3,BUS,55232,0.333333
Snoqualmie1 1-4,'1,BUS,42331,0.25
Snoqualmie1 1-4,'4,BUS,42331,0.25
Snoqualmie1 1-4,'2,BUS,42331,0.25
Snoqualmie1 1-4,'3,BUS,42331,0.25
South Hurlburt Wind,'Z1,BUS,47458,0.5
South Hurlburt Wind,'Z1,BUS,47461,0.5
South Point CC1a,'1,BUS,19317,0.6705883
South Point CC1a,'3,BUS,19319,0.3294118
South Point CC1b,'2,BUS,19318,0.6705883
South Point CC1b,'3,BUS,19319,0.3294118
SPA Cogen 3 CC,'1,BUS,37303,0.6639566
SPA Cogen 3 CC,'1,BUS,37304,0.3360434
SumasPowerCC-Total,'1,BUS,42021,0.668831
SumasPowerCC-Total,'L,BUS,42022,0.331169
Sunrise CC1a,'1,BUS,35074,0.599665
Sunrise CC1a,'1,BUS,35079,0.400335
Sunrise CC1b,'1,BUS,35075,0.599665
Sunrise CC1b,'1,BUS,35079,0.400335
Sunshine Gas Producers1GT20,'4,BUS,29954,0.2
Sunshine Gas Producers1GT20,'3,BUS,29954,0.2
Sunshine Gas Producers1GT20,'1,BUS,29954,0.2
Sunshine Gas Producers1GT20,'5,BUS,29954,0.2
Sunshine Gas Producers1GT20,'2,BUS,29954,0.2
Sunshine Hydro,'X1,BUS,70261,1
Sutter EC CC1a,'1,BUS,37521,0.6666667
Sutter EC CC1a,'3,BUS,37523,0.3333333
Sutter EC CC1b,'2,BUS,37522,0.6666667
Sutter EC CC1b,'3,BUS,37523,0.3333333
SyncrudeCC-Total,'2,BUS,56206,0.170853
SyncrudeCC-Total,'12,BUS,56233,0.146933
SyncrudeCC-Total,'G3,BUS,57209,0.049206
SyncrudeCC-Total,'G4,BUS,57210,0.085426
SyncrudeCC-Total,'11,BUS,57233,0.037588
SyncrudeCC-Total,'1,BUS,58207,0.170853
SyncrudeCC-Total,'G5,BUS,58210,0.042713
SyncrudeCC-Total,'G1,BUS,59209,0.090552
SyncrudeCC-Total,'G6,BUS,59210,0.115325
SyncrudeCC-Total,'G2,BUS,59909,0.090552
TALEGA,'1,BUS,23601,0.5
TALEGA,'2,BUS,23604,0.5
TB Flats Wind II,'1,BUS,67724,0.448618
TB Flats Wind II,'1,BUS,67727,0.551382
Techren V 1,'4,BUS,18537,0.125
Techren V 1,'5,BUS,18539,0.25
Techren V 1,'1,BUS,18543,0.5
Techren V 1,'3,BUS,18548,0.125
Tecolte,'1,BUS,10860,0.0169
Tecolte,'1,BUS,10884,0.602135
Tecolte,'1,BUS,10898,0.0593
Tecolte,'1,BUS,10967,0.321678
Tehachapi_Solar (Generic)PV-NT1003,'VS,BUS,25571,0.498505
Tehachapi_Solar (Generic)PV-NT1003,'VS,BUS,25575,0.501496
Tehachapi_Solar (Generic)PV-NT1247,'VS,BUS,25563,0.518845
Tehachapi_Solar (Generic)PV-NT1247,'VS,BUS,25567,0.481155
Tehachapi_Solar (Generic)PV-NT1277,'VS,BUS,25352,0.530149
Tehachapi_Solar (Generic)PV-NT1277,'VS,BUS,25378,0.469851
TEPC_Mohave_PV2_Ag,'X1,BUS,160151,0.814815
TEPC_Mohave_PV2_Ag,'X1,BUS,19072,0.185185
TermoMexiCC-Total,'1,BUS,22981,0.472393
TermoMexiCC-Total,'1,BUS,22982,0.263804
TermoMexiCC-Total,'1,BUS,22983,0.263804
The Dalles,'2,BUS,44041,0.0433
The Dalles,'1,BUS,44041,0.0433
The Dalles,'4,BUS,44042,0.0433
The Dalles,'3,BUS,44042,0.0433
The Dalles,'5,BUS,44043,0.0433
The Dalles,'6,BUS,44043,0.0433
The Dalles,'8,BUS,44044,0.0433
The Dalles,'7,BUS,44044,0.0433
The Dalles,'10,BUS,44045,0.0433
The Dalles,'9,BUS,44045,0.0433
The Dalles,'11,BUS,44046,0.0433
The Dalles,'12,BUS,44046,0.0433
The Dalles,'13,BUS,44047,0.0433
The Dalles,'14,BUS,44047,0.0433
The Dalles,'15,BUS,44048,0.047713
The Dalles,'16,BUS,44048,0.047713
The Dalles,'17,BUS,44049,0.047713
The Dalles,'18,BUS,44049,0.047713
The Dalles,'19,BUS,44050,0.047713
The Dalles,'20,BUS,44050,0.047713
The Dalles,'21,BUS,44051,0.047713
The Dalles,'22,BUS,44051,0.047713
The Dalles,'F2,BUS,44052,0.00628
The Dalles,'F1,BUS,44052,0.00628
Thermalito_1,'1,BUS,38700,0.283186
Thermalito_1,'1,BUS,38705,0.238938
Thermalito_1,'1,BUS,38710,0.238938
Thermalito_1,'1,BUS,38715,0.238938
Thunder Wolf BESS,'X0,BUS,70759,0.5
Thunder Wolf BESS,'B1,BUS,70761,0.5
Tracy CA CC1a,'1,BUS,33805,0.6222222
Tracy CA CC1a,'1,BUS,33811,0.3777778
Tracy CA CC1b,'1,BUS,33807,0.6222222
Tracy CA CC1b,'1,BUS,33811,0.3777778
Tracy NV CC1,'1,BUS,64120,0.6174682
Tracy NV CC1,'1,BUS,64121,0.3825319
Tracy NV CC2a,'1,BUS,64952,0.5147812
Tracy NV CC2a,'1,BUS,64954,0.4852188
Tracy NV CC2b,'1,BUS,64953,0.5147812
Tracy NV CC2b,'1,BUS,64954,0.4852188
Tracy Pump Total,'X4,BUS,37583,0.16129
Tracy Pump Total,'X3,BUS,37583,0.16129
Tracy Pump Total,'X2,BUS,37583,0.193548
Tracy Pump Total,'X0,BUS,37584,0.16129
Tracy Pump Total,'X2,BUS,37584,0.16129
Tracy Pump Total,'X1,BUS,37584,0.16129
Tranquillity 8 Amarillo,'1,BUS,365514,0.0946
Tranquillity 8 Amarillo,'2,BUS,365517,0.0946
Tranquillity 8 Amarillo,'3,BUS,365520,0.810837
Tranquillity 8 Azul,'1,BUS,365514,0.0946
Tranquillity 8 Azul,'2,BUS,365517,0.0946
Tranquillity 8 Azul,'3,BUS,365520,0.810837
Tranquillity 8 Rojo,'1,BUS,365514,0.0946
Tranquillity 8 Rojo,'2,BUS,365517,0.0946
Tranquillity 8 Rojo,'3,BUS,365520,0.810837
Tranquillity 8 Verde,'1,BUS,365514,0.0946
Tranquillity 8 Verde,'2,BUS,365517,0.0946
Tranquillity 8 Verde,'3,BUS,365520,0.810837
Travers Solar (TVS1),'PV,BUS,560026,0.333333
Travers Solar (TVS1),'PV,BUS,561026,0.333333
Travers Solar (TVS1),'PV,BUS,562026,0.333333
Tucannon River Wind,'Z1,BUS,43953,0.5
Tucannon River Wind,'Z2,BUS,43956,0.5
Tulare BioMAT Fuel Cell,'X0,BUS,24235,1
Tuolumne Wind,'Z1,BUS,47939,0.707174
Tuolumne Wind,'Z2,BUS,47940,0.292826
Turquoise Solar1,'2,BUS,640175,0.423077
Turquoise Solar1,'1,BUS,640175,0.576923
Two Fiets Dairy Digester,'X0,BUS,24235,1
Valley CC1a,'6,BUS,26148,0.5971944
Valley CC1a,'8,BUS,26150,0.4028056
Valley CC1b,'7,BUS,26149,0.5971944
Valley CC1b,'8,BUS,26150,0.4028056
Valley Center 1,'28,BUS,22870,1
Valley Center 2,'28,BUS,22870,1
Vansycle_OR,'Z1,BUS,47960,0.7
Vansycle_OR,'Z1,BUS,47964,0.3
Vansycle_WA,'Z1,BUS,47960,0.7
Vansycle_WA,'Z1,BUS,47964,0.3
Vista Energy Storage1BA40,'1,BUS,23216,0.5
Vista Energy Storage1BA40,'1,BUS,23541,0.5
Voyager2_G1,'EQ,BUS,29598,0.839161
Voyager2_G1,'EQ,BUS,29599,0.160839
Walnut Energy CC1a,'1,BUS,38570,0.6167076
Walnut Energy CC1a,'1,BUS,38572,0.3832924
Walnut Energy CC1b,'1,BUS,38572,0.3832924
Walnut Energy CC1b,'1,BUS,38574,0.6167076
Wanapum,'1,BUS,46180,0.1
Wanapum,'2,BUS,46181,0.1
Wanapum,'3,BUS,46182,0.1
Wanapum,'4,BUS,46183,0.1
Wanapum,'5,BUS,46184,0.1
Wanapum,'6,BUS,46185,0.1
Wanapum,'7,BUS,46186,0.1
Wanapum,'8,BUS,46187,0.1
Wanapum,'9,BUS,46188,0.1
Wanapum,'A,BUS,46189,0.1
Waste Management Landfill1,'1,BUS,85393,1
Waste Management Landfill2,'1,BUS,85393,1
WatsonCogenCC-Total,'1,BUS,24011,0.205128
WatsonCogenCC-Total,'2,BUS,24012,0.205128
WatsonCogenCC-Total,'3,BUS,24013,0.205128
WatsonCogenCC-Total,'4,BUS,24014,0.205128
WatsonCogenCC-Total,'5,BUS,24163,0.0897
WatsonCogenCC-Total,'6,BUS,24164,0.0897
Wells,'2,BUS,47104,0.1
Wells,'1,BUS,47104,0.1
Wells,'4,BUS,47105,0.1
Wells,'3,BUS,47105,0.1
Wells,'5,BUS,47106,0.1
Wells,'6,BUS,47106,0.1
Wells,'8,BUS,47107,0.1
Wells,'7,BUS,47107,0.1
Wells,'A,BUS,47108,0.1
Wells,'9,BUS,47108,0.1
West Phoenix CC5a,'1,BUS,14966,0.6440576
West Phoenix CC5a,'1,BUS,14968,0.3559424
West Phoenix CC5b,'1,BUS,14967,0.6440576
West Phoenix CC5b,'1,BUS,14968,0.3559424
WestPhoenix CC4,'1,BUS,14950,0.3138244
WestPhoenix CC4,'1,BUS,14958,0.6861756
WestPointTP Agrr,'X0,BUS,42955,0.5
WestPointTP Agrr,'X0,BUS,42983,0.5
WheelerRidgePump-Total,'2,BUS,38785,0.066667
WheelerRidgePump-Total,'3,BUS,38785,0.066667
WheelerRidgePump-Total,'1,BUS,38785,0.066667
WheelerRidgePump-Total,'5,BUS,38785,0.133333
WheelerRidgePump-Total,'4,BUS,38785,0.133333
WheelerRidgePump-Total,'4,BUS,38790,0.133333
WheelerRidgePump-Total,'1,BUS,38790,0.133333
WheelerRidgePump-Total,'3,BUS,38790,0.133333
WheelerRidgePump-Total,'2,BUS,38790,0.133333
White Hills A1WT50,'1,BUS,19981,0.428571
White Hills A1WT50,'1,BUS,19985,0.5
White Hills A1WT50,'2,BUS,19986,0.0714
White Hills B1WT300,'1,BUS,19981,0.428571
White Hills B1WT300,'1,BUS,19985,0.5
White Hills B1WT300,'2,BUS,19986,0.0714
White_Creek1,'Z1,BUS,47906,0.550562
White_Creek1,'Z1,BUS,47907,0.449438
Wild Horse Wind 1,'Z1,BUS,42367,0.503937
Wild Horse Wind 1,'Z1,BUS,42369,0.496063
WilsonLake1,'X1,BUS,60165,0.5
WilsonLake1,'X0,BUS,60165,0.5
WindGapPump-Total,'2,BUS,38795,0.066667
WindGapPump-Total,'3,BUS,38795,0.066667
WindGapPump-Total,'1,BUS,38795,0.066667
WindGapPump-Total,'1,BUS,38800,0.133333
WindGapPump-Total,'2,BUS,38800,0.133333
WindGapPump-Total,'1,BUS,38805,0.133333
WindGapPump-Total,'2,BUS,38805,0.133333
WindGapPump-Total,'2,BUS,38810,0.133333
WindGapPump-Total,'1,BUS,38810,0.133333
Windstream 39,'1,BUS,24484,0.507692
Windstream 39,'1,BUS,24485,0.492308
Windstream 60401WT4.07,'1,BUS,24484,0.507692
Windstream 60401WT4.07,'1,BUS,24485,0.492308
Windstream 6041,'1,BUS,24484,0.507692
Windstream 6041,'1,BUS,24485,0.492308
Windstream 6042,'1,BUS,24484,0.507692
Windstream 6042,'1,BUS,24485,0.492308
Windstream 6111,'1,BUS,24484,0.507692
Windstream 6111,'1,BUS,24485,0.492308
Windy Flats Wind,'Z1,BUS,47477,0.434153
Windy Flats Wind,'Z1,BUS,47495,0.565847
WindyFlats2,'Z1,BUS,47477,0.434153
WindyFlats2,'Z1,BUS,47495,0.565847
Wolverine Creek,'1,BUS,67565,0.333333
Wolverine Creek,'1,BUS,67566,0.333333
Wolverine Creek,'1,BUS,67567,0.333333
Woodland CC,'2,BUS,38357,0.38355
Woodland CC,'1,BUS,38357,0.61645
Wyoming_Wind (Generic),'VW,BUS,25454,0.232
Wyoming_Wind (Generic),'VW,BUS,25458,0.256
Wyoming_Wind (Generic),'VW,BUS,25462,0.256
Wyoming_Wind (Generic),'VW,BUS,25466,0.256
Yuma Cogen CC,'1,BUS,14937,0.288256
Yuma Cogen CC,'1,BUS,14938,0.711744
