"MONTHLYVAR","Please don't change this row, otherwise this file may not be valid anymore!"
"Generator Name","DataTypeName","DataTypeID","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Saguaro CC1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Saguaro GE1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saguaro GE1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SalinasRiverCgn","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SalinasRiverCgn","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salmon Diesel Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salmon Diesel Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salt Lake Energy Systems Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salt Lake Energy Systems Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salt Wells 1-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salt Wells 1-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton Sea 11BT9.59","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea 11BT9.59","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton Sea 31BT51.89","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea 31BT51.89","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton Sea 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton Sea 5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea 5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton Sea Unit 2 G1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea Unit 2 G1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton Sea Unit 2 G2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea Unit 2 G2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton Sea Unit 2 G3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea Unit 2 G3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Salton SeaIVBT44","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton SeaIVBT44","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"San Bernardino Biogas1GT2.6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Bernardino Biogas1GT2.6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"San Emidio","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Emidio","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"San Emidio 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"San Emidio 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SANIGEN_24324_D1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANIGEN_24324_D1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SanMarcosEnrgy","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SanMarcosEnrgy","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SANTA CLARA QFS1ST1.65","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANTA CLARA QFS1ST1.65","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santa Cruz Energy LLC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santa Cruz Energy LLC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SANTA CRUZ LANDFILL GENERATING PLANT","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SANTA CRUZ LANDFILL GENERATING PLANT","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santa Maria II LFG Power Plant","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santa Maria II LFG Power Plant","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santan 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santan 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santan 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santan 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santan 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santan 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santan 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santan 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santan 6 CC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santan 6 CC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santan CC5a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santan CC5a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Santan CC5b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Santan CC5b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SantaYnezCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SantaYnezCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SAUGUS QFS","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAUGUS QFS","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Savona_ERG_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savona_ERG_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SCACogen2 CC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCACogen2 CC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SCACogen2GT","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCACogen2GT","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Scat CC1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scat CC1","Derate",3,0,1,1,1,1,1,.94,.94,.94,.94,1,1,1
"Scattergood 6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scattergood 6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Scattergood 7","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scattergood 7","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Scattergood CC3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scattergood CC3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Scattergood CC4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scattergood CC4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SCCT FRAME NTN (GT-66050-01)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCCT FRAME NTN (GT-66050-01)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SCCT FRAME NTN (GT-66050-02)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCCT FRAME NTN (GT-66050-02)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ScotfordUpgdCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ScotfordUpgdCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SE_Resource","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SE_Resource","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Second Imperial Geothermal13BT16","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Second Imperial Geothermal13BT16","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Second Imperial Geothermal14BT16","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Second Imperial Geothermal14BT16","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Second Imperial01-12","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Second Imperial01-12","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SeeGen_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SeeGen_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Seneca Sustainable Energy ProjST1ST19.77","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seneca Sustainable Energy ProjST1ST19.77","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG7","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG7","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SentinelEnergyCTG8","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SentinelEnergyCTG8","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shasta1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shasta1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shasta2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shasta2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shasta3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shasta3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shasta4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shasta4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sheerness 1 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sheerness 1 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sheerness 2 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sheerness 2 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SHELL OIL REFINERY AGGREGATE","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHELL OIL REFINERY AGGREGATE","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shepard EC CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shepard EC CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shepard EC CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shepard EC CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shute_Creek021A","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shute_Creek021A","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shute_Creek021A","VARMarginRatio",13,0,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553
"Shute_Creek021B","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shute_Creek021B","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shute_Creek021B","VARMarginRatio",13,0,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553,.8418553
"Shute_Creek021C","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shute_Creek021C","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Shute_Creek021C","VARMarginRatio",13,0,.8369445,.8369445,.8369445,.8369445,.8369445,.8369445,.8369445,.8369445,.8369445,.8369445,.8369445,.8369445
"Silverhawk CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silverhawk CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Silverhawk CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silverhawk CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Simplot_Leasing","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simplot_Leasing","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Simplot_Leasing (ST-60125-G1)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Simplot_Leasing (ST-60125-G1)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SimpsonTacoma","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SimpsonTacoma","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SISW FLGE1OT5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SISW FLGE1OT5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SJ-SCL W_35861_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SJ-SCL W_35861_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SJ-SCL W_35861_1","VARMarginRatio",13,0,.8333333,.8333333,.8333333,.8333333,.8333333,.8333333,.8333333,.8333333,.8333333,.8333333,.8333333,.8333333
"Skookumchuk","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skookumchuk","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Skookumchuk 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skookumchuk 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SlaveLakePulp","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SlaveLakePulp","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Small QF Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Small QF Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SMALL QF AGGREGATION - OAKLAND","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMALL QF AGGREGATION - OAKLAND","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SMALL QF AGGREGATION - SAB FRABCUSCI","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMALL QF AGGREGATION - SAB FRABCUSCI","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SMALL QF AGGREGATION - SANTA CRUZ","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMALL QF AGGREGATION - SANTA CRUZ","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SMUD Regulation Market","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMUD Regulation Market","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Snowflake White Mtn","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snowflake White Mtn","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Soda Lake Geothermal","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soda Lake Geothermal","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Solano_Geothermal (Generic)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano_Geothermal (Generic)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SONOMA POWER PLANT","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SONOMA POWER PLANT","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SonomaCentralLF1+2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SonomaCentralLF1+2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"South Edmonton Terminal (SET1)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Edmonton Terminal (SET1)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"South Point CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Point CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"South Point CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"South Point CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"South Point CC1b","VARMarginRatio",13,0,.91,.91,.91,.91,.91,.91,.91,.91,.91,.91,.91,.91
"SouthBelridge1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SouthBelridge1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SouthBelridge2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SouthBelridge2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SouthBelridge3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SouthBelridge3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Southpoint Energy Center1CS200","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Southpoint Energy Center1CS200","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SPA Cogen 3 CC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPA Cogen 3 CC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Spindle Hill 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spindle Hill 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Spindle Hill 1","VARMarginRatio",13,2032,.8944,.8944,.8944,.8944,.8944,.8944,.8944,.8944,.8944,.8944,.8944,.8944
"Spindle Hill 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spindle Hill 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Spindle Hill 2","VARMarginRatio",13,2032,.8788,.8788,.8788,.8788,.8788,.8788,.8788,.8788,.8788,.8788,.8788,.8788
"SPISONORA_34055_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPISONORA_34055_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Spokane1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spokane1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springerville 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springerville 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springerville 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springerville 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springerville 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springerville 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springerville 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springerville 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springfield1IC1.2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springfield1IC1.2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springfield2IC0.2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springfield2IC0.2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springfield3IC0.5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springfield3IC0.5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springfield4IC0.8","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springfield4IC0.8","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springs1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springs1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Springs2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Springs2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Squamish","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Squamish","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SRI_Int_Cgn","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRI_Int_Cgn","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"StanislausEnrgy","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"StanislausEnrgy","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Stanton 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stanton 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Stanton_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stanton_2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Star Peak 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Star Peak 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Starwood1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starwood1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Starwood2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Starwood2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Steamboat 2-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steamboat 2-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Steamboat 2-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steamboat 2-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Steamboat 3-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steamboat 3-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Steamboat 3-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steamboat 3-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Stillwater Geo 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stillwater Geo 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Stillwater Geo 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stillwater Geo 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Stillwater Geo 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stillwater Geo 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Stillwater Geo 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stillwater Geo 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Stoltze BiomassST1ST2.89","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stoltze BiomassST1ST2.89","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SumasPowerCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SumasPowerCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SummitG1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SummitG1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SummitG2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SummitG2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"SummitG3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"SummitG3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Suncor Base Plant Cogen 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suncor Base Plant Cogen 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Suncor Base Plant Cogen 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Suncor Base Plant Cogen 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AB 4 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AB 4 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AB 6 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AB 6 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AZ 01","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AZ 01","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AZ 01","VARMarginRatio",13,0,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545
"Sundance AZ 02","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AZ 02","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AZ 02","VARMarginRatio",13,0,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545
"Sundance AZ 03","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AZ 03","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AZ 03","VARMarginRatio",13,0,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545
"Sundance AZ 04","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AZ 04","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AZ 04","VARMarginRatio",13,0,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545
"Sundance AZ 05","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AZ 05","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AZ 05","VARMarginRatio",13,0,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545
"Sundance AZ 06","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sundance AZ 06","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Sundance AZ 06","VARMarginRatio",13,0,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545,.8954545
"Sundance AZ 07","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
