"MONTHLYVAR","Please don't change this row, otherwise this file may not be valid anymore!"
"Generator Name","DataTypeName","DataTypeID","Year","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"Dry Fork Station","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dry Fork Station","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Drywood_2_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drywood_2_2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Drywood1-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drywood1-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Eastridge1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eastridge1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"EF_Oxnard","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EF_Oxnard","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Ejido San Luis CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ejido San Luis CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Ejido San Luis CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ejido San Luis CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"El Centro CC2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Centro CC2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"El Centro CC3a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Centro CC3a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"El Centro CC3b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Centro CC3b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"El Centro CC4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Centro CC4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"El_Cajon_EC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Cajon_EC","Derate",3,0,1,1,1,1,1,.89,.89,.89,.89,1,1,1
"El_Cajon_GT","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"El_Cajon_GT","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Elk Hills CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elk Hills CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Elk Hills CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Elk Hills CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ELLIS QFS","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ELLIS QFS","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Ellwood_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ellwood_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Ellwood_1","VARMarginRatio",13,0,.8571429,.8571429,.8571429,.8571429,.8571429,.8571429,.8571429,.8571429,.8571429,.8571429,.8571429,.8571429
"ElmworthG10_10","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElmworthG10_10","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElmworthG5_5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElmworthG5_5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElmworthG6_6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElmworthG6_6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElmworthG7_7","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElmworthG7_7","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElmworthG8_8","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElmworthG8_8","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElmworthG9_9","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElmworthG9_9","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElNidoFacility","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElNidoFacility","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElSegndCogCC1-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElSegndCogCC1-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElSegndCogCC2-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElSegndCogCC2-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElSegndCogCC3-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElSegndCogCC3-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElSegndEnrgCC1-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElSegndEnrgCC1-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ElSegndEnrgCC2-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ElSegndEnrgCC2-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"EncogenCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EncogenCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"EnelCoveFort1-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EnelCoveFort1-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"EnterprisePeakr","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EnterprisePeakr","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Ethel Lake 717S DER Wasteheat","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethel Lake 717S DER Wasteheat","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ETIWND_2_UNIT11GT33.6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETIWND_2_UNIT11GT33.6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"ETIWND_2_UNIT11GT33.6","VARMarginRatio",13,0,.8928571,.8928571,.8928571,.8928571,.8928571,.8928571,.8928571,.8928571,.8928571,.8928571,.8928571,.8928571
"EvanderAndrews1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EvanderAndrews1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"EvanderAndrews2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EvanderAndrews2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"EvanderAndrews2","VARMarginRatio",13,0,.908,.908,.908,.908,.908,.908,.908,.908,.908,.908,.908,.908
"EvanderAndrews3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EvanderAndrews3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Evergreen_Bio","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evergreen_Bio","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Farm Power Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Farm Power Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Feather_River","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Feather_River","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fellow_QF","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fellow_QF","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FerndaleCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FerndaleCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fighting Creek Landfill Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fighting Creek Landfill Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Finley BioEnergy Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Finley BioEnergy Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Firebag3-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firebag3-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Firebag4-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firebag4-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Firebag4-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Firebag4-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fiscalini1IC0.69","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fiscalini1IC0.69","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Flathead County Landfill Agg","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Flathead County Landfill Agg","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Forest Glen Oaks Dairy (RES AgIC1IC0.37","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Forest Glen Oaks Dairy (RES AgIC1IC0.37","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort Lupton 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort Lupton 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort Lupton 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort Lupton 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain 5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain 5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain 6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain 6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain 7","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain 7","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain 8","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain 8","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain 9","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain 9","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort St Vrain CC1c","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort St Vrain CC1c","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fort_St_James","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fort_St_James","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FortNelson1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FortNelson1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FortNelson1","VARMarginRatio",13,0,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965
"FortNelson2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FortNelson2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FortNelson2","VARMarginRatio",13,0,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965,.9413965
"Forward","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Forward","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FosterWhlrCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FosterWhlrCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fountain Valley 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fountain Valley 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fountain Valley 1","VARMarginRatio",13,0,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286
"Fountain Valley 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fountain Valley 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fountain Valley 2","VARMarginRatio",13,0,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286
"Fountain Valley 3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fountain Valley 3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fountain Valley 3","VARMarginRatio",13,0,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286
"Fountain Valley 4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fountain Valley 4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fountain Valley 4","VARMarginRatio",13,0,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286
"Fountain Valley 5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fountain Valley 5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fountain Valley 5","VARMarginRatio",13,0,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286
"Fountain Valley 6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fountain Valley 6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fountain Valley 6","VARMarginRatio",13,0,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286,.9464286
"Frank Knutson 1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frank Knutson 1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Frank Knutson 1","VARMarginRatio",13,0,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333
"Frank Knutson 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frank Knutson 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Frank Knutson 2","VARMarginRatio",13,0,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333,.8933333
"FraserLake1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FraserLake1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FraserLake2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FraserLake2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Frederickson1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frederickson1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Frederickson2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frederickson2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FredericksonCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FredericksonCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Fredonia_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fredonia_1","Derate",3,0,1,1,1,1,1,.82,.82,.82,.82,1,1,1
"Fredonia_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fredonia_2","Derate",3,0,1,1,1,1,1,.82,.82,.82,.82,1,1,1
"Fredonia_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fredonia_3","Derate",3,0,1,1,1,1,1,.78,.78,.78,.78,1,1,1
"Fredonia_3","VARMarginRatio",13,0,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918
"Fredonia_4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fredonia_4","Derate",3,0,1,1,1,1,1,.78,.78,.78,.78,1,1,1
"Fredonia_4","VARMarginRatio",13,0,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918,.7704918
"Fresno Peaker","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fresno Peaker","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"FresnoCogenCC-Total","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"FresnoCogenCC-Total","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Frito_Lay_Cogen","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frito_Lay_Cogen","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Front Range CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Front Range CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Front Range CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Front Range CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Front Range CC1b","VARMarginRatio",13,0,.96,.96,.96,.96,.96,.96,.96,.96,.96,.96,.96,.96
"Fruita","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fruita","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Future Geo (1)","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Future Geo (1)","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"G2 ENERGY OSTROM ROAD LLC","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"G2 ENERGY OSTROM ROAD LLC","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gadsby_1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gadsby_1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gadsby_2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gadsby_2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gadsby_3","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gadsby_3","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gadsby_4","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gadsby_4","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gadsby_4","VARMarginRatio",13,0,.8785715,.8785715,.8785715,.8785715,.8785715,.8785715,.8785715,.8785715,.8785715,.8785715,.8785715,.8785715
"Gadsby_5","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gadsby_5","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gadsby_5","VARMarginRatio",13,0,.9047619,.9047619,.9047619,.9047619,.9047619,.9047619,.9047619,.9047619,.9047619,.9047619,.9047619,.9047619
"Gadsby_6","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gadsby_6","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gadsby_6","VARMarginRatio",13,0,.8142857,.8142857,.8142857,.8142857,.8142857,.8142857,.8142857,.8142857,.8142857,.8142857,.8142857,.8142857
"Galena 2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galena 2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Galena 3-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galena 3-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Galena 3-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Galena 3-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)10GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)10GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)11GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)11GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)12GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)12GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)13GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)13GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)14GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)14GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)15GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)15GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)16GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)16GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)17GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)17GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)18GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)18GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)19GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)19GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)1GT33","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)1GT33","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)20GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)20GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)2GT33","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)2GT33","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)3GT33","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)3GT33","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)4GT33","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)4GT33","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)5GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)5GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)6GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)6GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)7GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)7GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)8GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)8GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gas (Peaking)9GT50","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gas (Peaking)9GT50","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gateway CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gateway CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Gateway CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gateway CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GCC CC1a","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCC CC1a","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GCC CC1b","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCC CC1b","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GCogen_D","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCogen_D","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GCogen_E","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCogen_E","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GCogen_F1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCogen_F1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GCogen_F2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCogen_F2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GCogen_G","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GCogen_G","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Genesee 1 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Genesee 1 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Genesee 2 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Genesee 2 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Genesee 3 Gas","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Genesee 3 Gas","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Geo East Mesa 2-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geo East Mesa 2-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Geo East Mesa 3-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geo East Mesa 3-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Geo East Mesa 3-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geo East Mesa 3-2","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"GeoGen Co","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"GeoGen Co","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Georgia-Pacific (Toledo)ST1ST24","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Georgia-Pacific (Toledo)ST1ST24","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Geothermal 1-1","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geothermal 1-1","Derate",3,0,1,1,1,1,1,1,1,1,1,1,1,1
"Geothermal 1-2","FixedCost",2,0,0,0,0,0,0,0,0,0,0,0,0,0
