"HR_GENERAL","HR_GENERAL"
"Note: For hourly resource units, there are three valid types - Wind, Solar and Others."
"GeneratorKey","GeneratorName","Type","CommitmentShapeID","CommitmentShapeName","CommitmentMultiplier","DispatchShapeID","DispatchShapeName","DispatchMultiplier","CommitmentVariation(%)","CommitmentPdf","DispatchVariation(%)","DispatchPdf","Capacity(MW)","Spillage","IfEnableMultiBlock","ModelType","IfUseInvertLoadingRatio","InvertLoadingRatio","TargetCapacityFactor"
"2749","DokieWind2","Wind","5333","WT_Dokie Wind1WT144 A-1_[18]","24","5333","WT_Dokie Wind1WT144 A-1_[18]","24","0","0","0","0","24",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"2724","DokieWind3","Wind","5333","WT_Dokie Wind1WT144 A-1_[18]","24","5333","WT_Dokie Wind1WT144 A-1_[18]","24","0","0","0","0","24",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"2725","DokieWind4","Wind","5333","WT_Dokie Wind1WT144 A-1_[18]","27","5333","WT_Dokie Wind1WT144 A-1_[18]","27","0","0","0","0","27",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"2726","DokieWind5","Wind","5333","WT_Dokie Wind1WT144 A-1_[18]","24","5333","WT_Dokie Wind1WT144 A-1_[18]","24","0","0","0","0","24",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"2727","DokieWind6","Wind","5333","WT_Dokie Wind1WT144 A-1_[18]","21","5333","WT_Dokie Wind1WT144 A-1_[18]","21","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"4777","DosAmigosPump-Total","Others","953","Pump_DosAmigo_2018","1","953","Pump_DosAmigo_2018","1","0","0","0","0","180",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3338","DowG101_1","Others","2058","AB_CG_GenericShape_2028","99","2058","AB_CG_GenericShape_2028","99","0","0","0","0","99",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"3276","DowG201-2","Others","2058","AB_CG_GenericShape_2028","99","2058","AB_CG_GenericShape_2028","99","0","0","0","0","99",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12923","DR_AZPS-1","Others","2076","DR_AZPS_2032","1","2076","DR_AZPS_2032","1","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"12926","DR_BANC-1","Others","2071","DR_BANC_2032","1","2071","DR_BANC_2032","1","0","0","0","0","485.9",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12929","DR_BPAT-1","Others","2077","DR_BPAT_2032","1","2077","DR_BPAT_2032","1","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12931","DR_CIPB-1","Others","2064","DR_CIPB_2032","1","2064","DR_CIPB_2032","1","0","0","0","0","245.9",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12937","DR_CIPV-1","Others","2065","DR_CIPV_2032","1","2065","DR_CIPV_2032","1","0","0","0","0","54.4",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12944","DR_CISC-1","Others","2069","DR_CISC_2032","1","2069","DR_CISC_2032","1","0","0","0","0","980.7",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12947","DR_CISD-1","Others","2070","DR_CISD_2032","1","2070","DR_CISD_2032","1","0","0","0","0","12.1",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12954","DR_EPE-2","Others","2078","DR_EPE_2032","1","2078","DR_EPE_2032","1","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12955","DR_IPFE-1","Others","2059","DR_IPFE_2032","1","2059","DR_IPFE_2032","1","0","0","0","0","121",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"12958","DR_IPMV-1","Others","2060","DR_IPMV_2032","1","2060","DR_IPMV_2032","1","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"12960","DR_IPTV-1","Others","2074","DR_IPTV_2032","1","2074","DR_IPTV_2032","1","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15777","DR_LDWP","Others","2083","DR_LDWP_2032","1","2083","DR_LDWP_2032","1","0","0","0","0","480.5",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12961","DR_NEVP-1","Others","2061","DR_NEVP_2032","1","2061","DR_NEVP_2032","1","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15778","DR_PACW","Others","2085","DR_PACW_2032","1","2085","DR_PACW_2032","1","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12969","DR_PAID-1","Others","2062","DR_PAID_2032","1","2062","DR_PAID_2032","1","0","0","0","0","478.4",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12971","DR_PAUT-1","Others","2063","DR_PAUT_2032","1","2063","DR_PAUT_2032","1","0","0","0","0","510.6",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"15779","DR_PAWY","Others","2086","DR_PAWY_2032","1","2086","DR_PAWY_2032","1","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12976","DR_PGE-1","Others","2066","DR_PGE_2032","1","2066","DR_PGE_2032","1","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"15780","DR_PNM","Others","2087","DR_PNM_2032","1","2087","DR_PNM_2032","1","0","0","0","0","139.1",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"12978","DR_PSCO-01","Others","2067","DR_PSCO_2032","1","2067","DR_PSCO_2032","1","0","0","0","0","679.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"12998","DR_PSEI-01","Others","2068","DR_PSEI_2032","1","2068","DR_PSEI_2032","1","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13009","DR_SPPC-1","Others","2072","DR_SPPC_2032","1","2072","DR_SPPC_2032","1","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13013","DR_SRP-1","Others","2073","DR_SRP_2032","1","2073","DR_SRP_2032","1","0","0","0","0","0",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15781","DR_TEPC","Others","2089","DR_TEPC_2032","1","2089","DR_TEPC_2032","1","0","0","0","0","241.7",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"15782","DR_WACM","Others","2092","DR_WACM_2032","1","2092","DR_WACM_2032","1","0","0","0","0","111.3",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"19286","Dracker Solar Unit 2","Solar","4197","PV_Dracker Solar Unit 2 BESSPV-NT115_[18]","115","4197","PV_Dracker Solar Unit 2 BESSPV-NT115_[18]","115","0","0","0","0","115",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"19289","Dracker Solar Unit 3","Solar","4206","PV_Dracker Solar Unit 3 BESSPV-NT115_[18]","115","4206","PV_Dracker Solar Unit 3 BESSPV-NT115_[18]","115","0","0","0","0","115",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15014","DRACKR_GE10_25143_10","Solar","4198","PV_Dracker Solar Unit 31PV-NT125_[18]","125","4198","PV_Dracker Solar Unit 31PV-NT125_[18]","125","0","0","0","0","125",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15015","DRACKR_GE11_25144_11","Solar","4199","PV_Dracker Solar Unit 21PV-NT125_[18]","125","4199","PV_Dracker Solar Unit 21PV-NT125_[18]","125","0","0","0","0","125",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15017","DRACKR_GE3_24982_3","Solar","4200","PV_Dracker Solar Unit 11PV-NT110_[18]","110","4200","PV_Dracker Solar Unit 11PV-NT110_[18]","110","0","0","0","0","110",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15025","DRACKR_SMA2_24985_2","Solar","4193","PV_Dracker Solar Unit 4A1PV-NT62.5_[18]","125","4193","PV_Dracker Solar Unit 4A1PV-NT62.5_[18]","125","0","0","0","0","125",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18278","Drift Creek SolarPGR18PV-NT2.2","Solar","4969","PV_Drift Creek SolarPGR18PV-NT2.2_[18]","2.2","4969","PV_Drift Creek SolarPGR18PV-NT2.2_[18]","2.2","0","0","0","0","2.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16813","Dry Lake Solar","Solar","4638","PV_Dry Lake Solar1PV-T150_[18]","150","4638","PV_Dry Lake Solar1PV-T150_[18]","150","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13286","Dry Lake Wind 1-1","Wind","5413","WT_Dry Lake W1WT64 A-1_[18]","21","5413","WT_Dry Lake W1WT64 A-1_[18]","21","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13287","Dry Lake Wind 1-2","Wind","5413","WT_Dry Lake W1WT64 A-1_[18]","21","5413","WT_Dry Lake W1WT64 A-1_[18]","21","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13288","Dry Lake Wind 1-3","Wind","5413","WT_Dry Lake W1WT64 A-1_[18]","21","5413","WT_Dry Lake W1WT64 A-1_[18]","21","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13289","Dry Lake Wind 2-1","Wind","5414","WT_Dry Lake E1WT63 A-1_[18]","21","5414","WT_Dry Lake E1WT63 A-1_[18]","21","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13290","Dry Lake Wind 2-2","Wind","5414","WT_Dry Lake E1WT63 A-1_[18]","21","5414","WT_Dry Lake E1WT63 A-1_[18]","21","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13291","Dry Lake Wind 2-3","Wind","5414","WT_Dry Lake E1WT63 A-1_[18]","21","5414","WT_Dry Lake E1WT63 A-1_[18]","21","0","0","0","0","21",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15027","DSRTSL_PV1_1_24969_1","Solar","4212","PV_Desert Sunlight 3001PV-NT300_[18]","300","4212","PV_Desert Sunlight 3001PV-NT300_[18]","300","0","0","0","0","300",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15034","DUCOR1_25049_1","Solar","4554","PV_Ducor Solar 11PV-NT20_[18]","20","4554","PV_Ducor Solar 11PV-NT20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15383","DUCOR2_25052_1","Solar","4553","PV_Ducor Solar 21PV-NT20_[18]","20","4553","PV_Ducor Solar 21PV-NT20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15035","DUCOR3_25055_1","Solar","4552","PV_Ducor Solar 31PV-NT15_[18]","15","4552","PV_Ducor Solar 31PV-NT15_[18]","15","0","0","0","0","15",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15036","DUCOR4_25058_1","Solar","4555","PV_Ducor Solar 41PV-NT20_[18]","20","4555","PV_Ducor Solar 41PV-NT20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3747","Dunlap_1","Wind","5519","WT_Dunlap Ranch74WT129.5 A-1_[18]","111","5519","WT_Dunlap Ranch74WT129.5 A-1_[18]","111","0","0","0","0","111",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18279","Dunn Road SolarW9736PV-NT1.8","Solar","5014","PV_Dunn Road SolarW9736PV-NT1.8_[18]","1.8","5014","PV_Dunn Road SolarW9736PV-NT1.8_[18]","1.8","0","0","0","0","1.8",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17622","Duran Mesa","Wind","5488","WT_Duran Mesa1WT105.08 A-1_[18]","105.08","5488","WT_Duran Mesa1WT105.08 A-1_[18]","105.08","0","0","0","0","105.08",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18280","Duus Solar LLCORDUSPV-NT10","Solar","5007","PV_Duus Solar LLCORDUSPV-NT10_[18]","10","5007","PV_Duus Solar LLCORDUSPV-NT10_[18]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15037","DW GEN1 G1_23298_G1","Solar","4061","PV_Csolar IV South1PV-NT130_[18]","67.5","4061","PV_Csolar IV South1PV-NT130_[18]","67.5","0","0","0","0","67.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15038","DW GEN1 G2_23299_G2","Solar","4061","PV_Csolar IV South1PV-NT130_[18]","62.5","4061","PV_Csolar IV South1PV-NT130_[18]","62.5","0","0","0","0","62.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"19224","DWP Built Solar 1","Solar","4265","PV_DWP Built Solar1PV-NT6.8_[18]","6.8","4265","PV_DWP Built Solar1PV-NT6.8_[18]","6.8","0","0","0","0","6.8",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"19225","DWP Solar Rooftop","Solar","4266","PV_DWP Solar Rooftop1PV-NT3_[18]","3","4266","PV_DWP Solar Rooftop1PV-NT3_[18]","3","0","0","0","0","3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17480","Dyer Summit Wind Repower","Wind","6058","WT-CISO-Altamont2_2032[18]","46.1","6058","WT-CISO-Altamont2_2032[18]","46.1","0","0","0","0","46.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18245","E Washington Solarn/aPV-NT200","Solar","5040","PV_Arlington Community SolarPVPV-NT0.5_[18]","200","5040","PV_Arlington Community SolarPVPV-NT0.5_[18]","200","0","0","0","0","200",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18545","E Washington Solarn/aPV-NT25","Solar","4746","PV_Livermore Community Solar Farm1PV-NT3_[18]","25","4746","PV_Livermore Community Solar Farm1PV-NT3_[18]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18544","E Washington Solarn/aPV-NT25_1","Solar","4997","PV_Mill Creek Solar (OR)PGRC1PV-NT2.2_[18]","25","4997","PV_Mill Creek Solar (OR)PGRC1PV-NT2.2_[18]","25","0","0","0","0","25",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17547","Eagle Creek","Solar","4452","PV_Eagle Creek1PV-NT3_[18]","3","4452","PV_Eagle Creek1PV-NT3_[18]","3","0","0","0","0","3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"19238","Eagle Shadow #3","Solar","4683","PV_Eagle Shadow 33PV-T100_[18]","100","4683","PV_Eagle Shadow 33PV-T100_[18]","100","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16118","Eagle Shadow Mountain 1","Solar","4682","PV_Eagle Shadow Mtn (fka Keno Solar)1PV-T300_[18]","150","4682","PV_Eagle Shadow Mtn (fka Keno Solar)1PV-T300_[18]","150","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16143","Eagle Shadow Mountain 2","Solar","4682","PV_Eagle Shadow Mtn (fka Keno Solar)1PV-T300_[18]","150","4682","PV_Eagle Shadow Mtn (fka Keno Solar)1PV-T300_[18]","150","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"4527","EagleMountainPump-Total","Others","4007","Pump_EagleMountain_2018","1","4007","Pump_EagleMountain_2018","1","0","0","0","0","83.7",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18370","East Line Solar","Solar","4104","PV_East Line Solar1PV-T100_[18]","100","4104","PV_East Line Solar1PV-T100_[18]","100","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15800","EASTWIND_GS","Wind","5255","WT_Eastwind1WT3 A-1_[18]","3","5255","WT_Eastwind1WT3 A-1_[18]","3","0","0","0","0","3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"8125","ECHOWIND","Wind","5316","WT_Butter Creek Power LLC (Oregon Windfarms LLC)1WT4.95 A-1_[18]","37.95","5316","WT_Butter Creek Power LLC (Oregon Windfarms LLC)1WT4.95 A-1_[18]","37.95","0","0","0","0","37.95",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"4540","EdmonstonPump-Total","Others","3099","Pump_Edmonston_2018","1","3099","Pump_Edmonston_2018","1","0","0","0","0","840",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16959","Edom Hills Wind Farm","Wind","5262","WT_Edom Hills Wind Farm1WT19.55 A-1_[18]","19.55","5262","WT_Edom Hills Wind Farm1WT19.55 A-1_[18]","19.55","0","0","0","0","19.55",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18139","EdSan 2","Solar","4429","PV_EdSan 21PV-NT118_[18]","118","4429","PV_EdSan 21PV-NT118_[18]","118","0","0","0","0","118",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18110","EdSan 2 Edwards 1A","Solar","4428","PV_EdSan 2 Edwards 1APV-NT166_[18]","166","4428","PV_EdSan 2 Edwards 1APV-NT166_[18]","166","0","0","0","0","166",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18140","EdSan 2 Edwards 3","Solar","4427","PV_EdSan 2 Edwards 33PV-NT24_[18]","24","4427","PV_EdSan 2 Edwards 33PV-NT24_[18]","24","0","0","0","0","24",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18111","Edsan 2 Edwards Sanborn E1B","Solar","4426","PV_Edsan 2 Edwards Sanborn E1B1PV-NT130_[18]","130","4426","PV_Edsan 2 Edwards Sanborn E1B1PV-NT130_[18]","130","0","0","0","0","130",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18112","EdSan 2 Sanborn 3","Solar","4432","PV_EdSan 2 Sanborn 33PV-NT33_[18]","33","4432","PV_EdSan 2 Sanborn 33PV-NT33_[18]","33","0","0","0","0","33",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13130","Edson_1","Others","2058","AB_CG_GenericShape_2028","11.5","2058","AB_CG_GenericShape_2028","11.5","0","0","0","0","11.5",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17548","Edwards Sanborn","Solar","4497","PV_EdSan 1 Edwards 11PV-NT40_[18]","40","4497","PV_EdSan 1 Edwards 11PV-NT40_[18]","40","0","0","0","0","40",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15315","EL_CABO_1","Wind","5493","WT_El Cabo Wind1WT298.2 A-1_[18]","149.1","5493","WT_El Cabo Wind1WT298.2 A-1_[18]","149.1","0","0","0","0","149.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15316","EL_CABO_2","Wind","5493","WT_El Cabo Wind1WT298.2 A-1_[18]","149.1","5493","WT_El Cabo Wind1WT298.2 A-1_[18]","149.1","0","0","0","0","149.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17271","Eland Solar PV1","Solar","4469","PV_Eland Solar1PV-NT375_[18]","375","4469","PV_Eland Solar1PV-NT375_[18]","375","0","0","0","0","375",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18259","Elbe Solar Center LLC0PV-T10","Solar","4959","PV_Elbe Solar Center LLC0PV-T10_[18]","10","4959","PV_Elbe Solar Center LLC0PV-T10_[18]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17658","Elektron Solar 20-Year","Solar","4883","PV_Elektron Solar 20-Year (Utah Schedule 34 - Renewable Energy _[18]","10.24","4883","PV_Elektron Solar 20-Year (Utah Schedule 34 - Renewable Energy _[18]","10.24","0","0","0","0","10.24",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17659","Elektron Solar 25-Year","Solar","4884","PV_Elektron Solar 25-Year (Utah Schedule 34 - Renewable Energy _[18]","69.8","4884","PV_Elektron Solar 25-Year (Utah Schedule 34 - Renewable Energy _[18]","69.8","0","0","0","0","69.8",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16148","Eleven Mile Solar","Solar","4105","PV_Pinal Central Energy Center1PV-T20_[18]","20","4105","PV_Pinal Central Energy Center1PV-T20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3406","Elkhorn_Valley","Wind","5334","WT_Elkhorn Wind1WT100 A-1_[18]","100","5334","WT_Elkhorn Wind1WT100 A-1_[18]","100","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18016","Empress 394S DER Solar 1","Solar","5068","PV_Empress 394S DER Solar 11PV-NT22.5_[18]","22.5","5068","PV_Empress 394S DER Solar 11PV-NT22.5_[18]","22.5","0","0","0","0","22.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18017","Empress 394S DER Solar 2","Solar","5060","PV_Empress 394S DER Solar 21PV-NT16_[18]","16","5060","PV_Empress 394S DER Solar 21PV-NT16_[18]","16","0","0","0","0","16",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17673","Encino North","Solar","4508","PV_Encino North1PV-T50_[18]","50","4508","PV_Encino North1PV-T50_[18]","50","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16765","Encino Solar","Solar","4509","PV_Encino Solar Energy Center1PV-T50_[18]","50","4509","PV_Encino Solar Energy Center1PV-T50_[18]","50","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18127","Energia Sierra Juarez Wind 2","Wind","6061","WT-CISO_ECO_2032[18]","105","6061","WT-CISO_ECO_2032[18]","105","0","0","0","0","105",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17505","Enerparc California 2","Solar","4856","PV_Enerparc California 21PV-NT1.5_[18]","1.5","4856","PV_Enerparc California 21PV-NT1.5_[18]","1.5","0","0","0","0","1.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16923","Enterprise Solar LLC","Solar","4727","PV_Enterprise Solar LLCENTS1PV-T80_[18]","80","4727","PV_Enterprise Solar LLCENTS1PV-T80_[18]","80","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"20631","EON Valencia","Solar","4039","PV_EON Valencia1PV-T9.9_[18]","9.9","4039","PV_EON Valencia1PV-T9.9_[18]","9.9","0","0","0","0","9.9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16795","Escalante Solar","Solar","4507","PV_Escalante Solar1PV-T200_[18]","200","4507","PV_Escalante Solar1PV-T200_[18]","200","0","0","0","0","200",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16924","Escalante Solar I II LLC","Solar","4817","PV_Escalante Solar I LLC1PV-T80_[18]","160","4817","PV_Escalante Solar I LLC1PV-T80_[18]","160","0","0","0","0","160",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16925","Escalante Solar III LLC","Solar","4815","PV_Escalante Solar III LLC3PV-T80_[18]","80","4815","PV_Escalante Solar III LLC3PV-T80_[18]","80","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"10843","ESJWind","Wind","6061","WT-CISO_ECO_2032[18]","155.1","6061","WT-CISO_ECO_2032[18]","155.1","0","0","0","0","155.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16788","Estancia Solar Project","Solar","4382","PV_Estancia Solar Project1PV-T2_[18]","2","4382","PV_Estancia Solar Project1PV-T2_[18]","2","0","0","0","0","2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"2120","EurusCombinHill","Wind","5328","WT_Combine Hills 263WT63 A-1_[18]","63","5328","WT_Combine Hills 263WT63 A-1_[18]","63","0","0","0","0","63",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17541","Excelsior Solar","Solar","4633","PV_Excelsior Solar1PV-NT60_[18]","60","4633","PV_Excelsior Solar1PV-NT60_[18]","60","0","0","0","0","60",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18113","Exeter Tulare PV","Solar","4625","PV_Exeter Tulare PV1 2 3PV-NT3.5_[18]","3.5","4625","PV_Exeter Tulare PV1 2 3PV-NT3.5_[18]","3.5","0","0","0","0","3.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18351","Existing Community Solar Gardens (net)","Solar","5099","PV_Solar Community Garden (2022)3PV-NT2.5_[18]","7.12","5099","PV_Solar Community Garden (2022)3PV-NT2.5_[18]","7.12","0","0","0","0","7.12",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15651","FAIRFLD WIND","Wind","5440","WT_Fairfield Wind1WT10 A-1_[18]","10","5440","WT_Fairfield Wind1WT10 A-1_[18]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17504","Fall River Mills Project A","Solar","4885","PV_Fall River Mills Project A1PV-NT1.5_[18]","1.5","4885","PV_Fall River Mills Project A1PV-NT1.5_[18]","1.5","0","0","0","0","1.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17503","Fall River Mills Project B","Solar","4886","PV_Fall River Mills Project B1PV-NT1.5_[18]","1.5","4886","PV_Fall River Mills Project B1PV-NT1.5_[18]","1.5","0","0","0","0","1.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17689","Fall River Solar","Solar","5124","PV_Fall River Solar1PV-T80_[18]","80","5124","PV_Fall River Solar1PV-T80_[18]","80","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18031","Fifth Standard Solar","Solar","4694","PV_Fifth Standard Solar1PV-NT150_[18]","150","4694","PV_Fifth Standard Solar1PV-NT150_[18]","150","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3029","Firebag_7","Others","2058","AB_CG_GenericShape_2028","86.8","2058","AB_CG_GenericShape_2028","86.8","0","0","0","0","86.8",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"5453","Firebag3-1","Others","2058","AB_CG_GenericShape_2028","101","2058","AB_CG_GenericShape_2028","101","0","0","0","0","101",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18281","Firwood Solar LLCORFWDPV-NT10","Solar","5007","PV_Duus Solar LLCORDUSPV-NT10_[18]","10","5007","PV_Duus Solar LLCORDUSPV-NT10_[18]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16117","Fish Springs Ranch 1","Solar","4864","PV_Fish Springs Ranch1PV-T100_[18]","100","4864","PV_Fish Springs Ranch1PV-T100_[18]","100","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17052","Five Points Solar Station","Solar","4634","PV_Five Points Solar Station1PV-NT15_[18]","15","4634","PV_Five Points Solar Station1PV-NT15_[18]","15","0","0","0","0","15",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16433","Foote Creek 1-4","Wind","5508","WT_Foote Creek 168WT48 A-1_[18]","85.2","5508","WT_Foote Creek 168WT48 A-1_[18]","85.2","0","0","0","0","85.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13183","Foothills Solar 1","Solar","4064","PV_Foothills1PV17_[18]","16","4064","PV_Foothills1PV17_[18]","16","0","0","0","0","16",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13184","Foothills Solar 2","Solar","4065","PV_Foothills2PV18_[18]","18","4065","PV_Foothills2PV18_[18]","18","0","0","0","0","18",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18049","Fort Huachuca","Solar","4014","PV_Ft. Huachuca Phase II1PV-NT18_[18]","18","4014","PV_Ft. Huachuca Phase II1PV-NT18_[18]","18","0","0","0","0","18",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
