"HR_GENERAL","HR_GENERAL"
"Note: For hourly resource units, there are three valid types - Wind, Solar and Others."
"GeneratorKey","GeneratorName","Type","CommitmentShapeID","CommitmentShapeName","CommitmentMultiplier","DispatchShapeID","DispatchShapeName","DispatchMultiplier","CommitmentVariation(%)","CommitmentPdf","DispatchVariation(%)","DispatchPdf","Capacity(MW)","Spillage","IfEnableMultiBlock","ModelType","IfUseInvertLoadingRatio","InvertLoadingRatio","TargetCapacityFactor"
"13625","Copper Mountain 3-01","Solar","4566","PV_Copper Mountain 31PV-NT210_[18]","105","4566","PV_Copper Mountain 31PV-NT210_[18]","105","0","0","0","0","105",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13626","Copper Mountain 3-02","Solar","4566","PV_Copper Mountain 31PV-NT210_[18]","105","4566","PV_Copper Mountain 31PV-NT210_[18]","105","0","0","0","0","105",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17006","Copper Mountain 48","Solar","4542","PV_Copper Mountain 481PV-NT48_[18]","48","4542","PV_Copper Mountain 481PV-NT48_[18]","48","0","0","0","0","48",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17008","Copper Mountain Solar 4-1","Solar","4539","PV_Copper Mountain Solar 41PV-NT92_[18]","92","4539","PV_Copper Mountain Solar 41PV-NT92_[18]","92","0","0","0","0","92",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16115","Copper Mountain V 1","Solar","4540","PV_Copper Mt Solar 51PV-T250_[18]","150","4540","PV_Copper Mt Solar 51PV-T250_[18]","150","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16145","Copper Mountain V 2","Solar","4540","PV_Copper Mt Solar 51PV-T250_[18]","100","4540","PV_Copper Mt Solar 51PV-T250_[18]","100","0","0","0","0","100",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16971","Coram Brodie Wind Project","Wind","5206","WT_Coram Brodie Wind Project1WT102 A-1_[18]","102","5206","WT_Coram Brodie Wind Project1WT102 A-1_[18]","102","0","0","0","0","102",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17516","Corcoran City","Solar","4589","PV_Corcoran City1PV-NT11_[18]","11","4589","PV_Corcoran City1PV-NT11_[18]","11","0","0","0","0","11",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"15008","CORCORAN_3_34690_FW","Solar","4595","PV_Corcoran 31PV-NT20_[18]","20","4595","PV_Corcoran 31PV-NT20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6407","CorcoranSolarCSCA","Solar","4587","PV_Corcoran Solar1PV-NT20_[18]","20","4587","PV_Corcoran Solar1PV-NT20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17037","Coronal Lost Hills","Solar","4535","PV_Coronal Lost Hills1PV-NT20_[18]","20","4535","PV_Coronal Lost Hills1PV-NT20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17630","Corriedale","Wind","5543","WT_Corriedale1WT52.5 A-1_[18]","52.5","5543","WT_Corriedale1WT52.5 A-1_[18]","52.5","0","0","0","0","52.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16741","Cotton Center","Solar","4123","PV_Cotton Center1PV17_[18]","17","4123","PV_Cotton Center1PV17_[18]","17","0","0","0","0","17",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"5028","CouleePump1-2","Others","950","Pump_Coulee_2028[09]","-1","950","Pump_Coulee_2028[09]","-1","0","0","0","0","101",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"5027","CouleePump3-4","Others","950","Pump_Coulee_2028[09]","-1","950","Pump_Coulee_2028[09]","-1","0","0","0","0","101",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"5026","CouleePump5-6","Others","950","Pump_Coulee_2028[09]","-1","950","Pump_Coulee_2028[09]","-1","0","0","0","0","99",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17183","Cove Mountain Solar 2 LLC (PV-69726-02)","Solar","4729","PV_Cove Mountain Solar 2 LLCGEN01PV-T122_[18]","124.3","4729","PV_Cove Mountain Solar 2 LLCGEN01PV-T122_[18]","124.3","0","0","0","0","124.3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17184","Cove Mountain Solar LLC (PV-69726-01)","Solar","4728","PV_Cove Mountain Solar LLCGEN01PV-T58_[18]","59","4728","PV_Cove Mountain Solar LLCGEN01PV-T58_[18]","59","0","0","0","0","59",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"3372","Cowley_Ridge_1","Wind","5395","WT_Cowley Ridge (CRE3)1WT20 A-1_[18]","20","5395","WT_Cowley Ridge (CRE3)1WT20 A-1_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13736","Crescent Dunes","Solar","2864","PV_NV_Lander_Crescent Valley Solar 1&2_40.46-116.61_T[09]","114.5","2864","PV_NV_Lander_Crescent Valley Solar 1&2_40.46-116.61_T[09]","114.5","0","0","0","0","114.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18105","CREST Contracts","Solar","4692","PV_CREST ContractsPV-NT4_[18]","4","4692","PV_CREST ContractsPV-NT4_[18]","4","0","0","0","0","4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17814","CREST Contracts1PV-NT13.5","Solar","4859","PV_CREST Contracts1PV-NT13.5_[18]","13.5","4859","PV_CREST Contracts1PV-NT13.5_[18]","13.5","0","0","0","0","13.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17815","CREST Contracts1PV-NT6.5","Solar","4860","PV_CREST Contracts1PV-NT6.5_[18]","6.5","4860","PV_CREST Contracts1PV-NT6.5_[18]","6.5","0","0","0","0","6.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17057","Crow Creek Solar 1","Solar","4721","PV_Crow Creek Solar 11PV-NT20_[18]","20","4721","PV_Crow Creek Solar 11PV-NT20_[18]","20","0","0","0","0","20",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17484","CSF Columbia Gorge","Wind","5437","WT_Glacier Winds Energy Two69WT103.5 A-1_[18]","50","5437","WT_Glacier Winds Energy Two69WT103.5 A-1_[18]","50","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18362","Cuba Solar","Solar","4581","PV_Cuba Solar1PV-T2.5_[18]","2.5","4581","PV_Cuba Solar1PV-T2.5_[18]","2.5","0","0","0","0","2.5",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17533","Cuyama Solar","Solar","4417","PV_Cuyama Solar1PV-NT40_[18]","40","4417","PV_Cuyama Solar1PV-NT40_[18]","40","0","0","0","0","40",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16909","Cypress Wind","Wind","6074","WT_Cypress Wind Power Project1WT201.6 B-1_[18]","201.6","6074","WT_Cypress Wind Power Project1WT201.6 B-1_[18]","201.6","0","0","0","0","201.6",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18106","Dagget Solar A","Solar","4410","PV_Dagget Solar APV-NT123_[18]","123","4410","PV_Dagget Solar APV-NT123_[18]","123","0","0","0","0","123",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18107","Dagget Solar B","Solar","4407","PV_Dagget Solar BPV-NT110_[18]","110","4407","PV_Dagget Solar BPV-NT110_[18]","110","0","0","0","0","110",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18108","Dagget Solar CD","Solar","4409","PV_Dagget Solar CDPV-NT50_[18]","50","4409","PV_Dagget Solar CDPV-NT50_[18]","50","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18109","Dagget Solar E","Solar","4408","PV_Dagget Solar EPV-NT17_[18]","17","4408","PV_Dagget Solar EPV-NT17_[18]","17","0","0","0","0","17",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18276","Day Hill Solar LLC221PV-NT2.3","Solar","5004","PV_Day Hill Solar LLC221PV-NT2.3_[18]","2.3","5004","PV_Day Hill Solar LLC221PV-NT2.3_[18]","2.3","0","0","0","0","2.3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"18277","Dayton Cutoff SolarPGRC3PV-NT2.2","Solar","4993","PV_Dayton Cutoff SolarPGRC3PV-NT2.2_[18]","2.2","4993","PV_Dayton Cutoff SolarPGRC3PV-NT2.2_[18]","2.2","0","0","0","0","2.2",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"20643","DCI Blackwater","Others","2038","DCI_Blackwater_2032[18]","1","2038","DCI_Blackwater_2032[18]","1","0","0","0","0","200",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13819","DCI Lamar","Others","2032","DCI_Lamar_2032[18]","1","2032","DCI_Lamar_2032[18]","1","0","0","0","0","210",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"14000","DCI Rapid City","Others","2034","DCI_RapidCity_2032[18]","1","2034","DCI_RapidCity_2032[18]","1","0","0","0","0","200",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13920","DCI Stegall","Others","2037","DCI_Stegall_2032[18]","1","2037","DCI_Stegall_2032[18]","1","0","0","0","0","110",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"13919","DCI Virginia Smith","Others","2035","DCI_VirginiaSmith_2032[18]","1","2035","DCI_VirginiaSmith_2032[18]","1","0","0","0","0","200",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"10722","DCI_Artesia","Others","2036","DCI_Artesia_2032[18]","1","2036","DCI_Artesia_2032[18]","1","0","0","0","0","200",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"6488","DCI_Miles_City","Others","2033","DCI_Miles_City_2032[18]","1","2033","DCI_Miles_City_2032[18]","1","0","0","0","0","200",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18057","Dear Valley USD PV Agg","Solar","4167","PV_Deer Valley Unified School Dis1PV1.15_[18]","2.1","4167","PV_Deer Valley Unified School Dis1PV1.15_[18]","2.1","0","0","0","0","2.1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"19152","Decatur SolarPVPV-NT0.35","Solar","5041","PV_Decatur SolarPVPV-NT0.35_[18]",".3","5041","PV_Decatur SolarPVPV-NT0.35_[18]",".3","0","0","0","0",".3",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17528","Delano Land 1","Solar","4537","PV_Delano Land 11PV-NT1_[18]","1","4537","PV_Delano Land 11PV-NT1_[18]","1","0","0","0","0","1",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17816","Delsur Aggregate Solar Resources1PV-NT10","Solar","4296","PV_Delsur Aggregate Solar Resources1PV-NT10_[18]","10","4296","PV_Delsur Aggregate Solar Resources1PV-NT10_[18]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"6504","DeltaPump-Total","Others","4004","Pump_Delta_2018","1","4004","Pump_Delta_2018","1","0","0","0","0","282.4",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"13223","Deming Solar","Solar","4038","PV_Deming Solar PV1PV-NT9_[18]","9","4038","PV_Deming Solar PV1PV-NT9_[18]","9","0","0","0","0","9",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16944","Desert Green Solar Farm","Solar","4147","PV_Desert Green Solar Farm1PV-NT6.3_[18]","6.3","4147","PV_Desert Green Solar Farm1PV-NT6.3_[18]","6.3","0","0","0","0","6.3",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"17012","Desert Harvest","Solar","4214","PV_Desert Harvest1PV-NT80_[18]","80","4214","PV_Desert Harvest1PV-NT80_[18]","80","0","0","0","0","80",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"17784","Desert Harvest 21PV-NT70","Solar","4211","PV_Desert Harvest 21PV-NT70_[18]","70","4211","PV_Desert Harvest 21PV-NT70_[18]","70","0","0","0","0","70",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16819","Desert Obsidian","Solar","4577","PV_Desert Obsidian1PV-T50_[18]","50","4577","PV_Desert Obsidian1PV-T50_[18]","50","0","0","0","0","50",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16739","Desert Star","Solar","4130","PV_Desert Star1PV10_[18]","10","4130","PV_Desert Star1PV10_[18]","10","0","0","0","0","10",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16962","Desert Stateline 1","Solar","4528","PV_Desert Stateline1PV-NT296.19_[18]","150","4528","PV_Desert Stateline1PV-NT296.19_[18]","150","0","0","0","0","150",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16963","Desert Stateline 2","Solar","4528","PV_Desert Stateline1PV-NT296.19_[18]","146.19","4528","PV_Desert Stateline1PV-NT296.19_[18]","146.19","0","0","0","0","146.19",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"16961","Desert Sunlight 250","Solar","4213","PV_Desert Sunlight 2501PV-NT250_[18]","238","4213","PV_Desert Sunlight 2501PV-NT250_[18]","238","0","0","0","0","238",#TRUE#,#FALSE#,"NA",#TRUE#,"1","1"
"20612","DG-BTM_AESO","Solar","6056","DPV-ALL_AESO_F[18]","456","6056","DPV-ALL_AESO_F[18]","456","0","0","0","0","456",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18585","DG-BTM_AVA_ID_Benewah","Solar","3116","DPV-ALL_Benewah_ID_F[18]",".2892025","3116","DPV-ALL_Benewah_ID_F[18]",".2892025","0","0","0","0",".2892025",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18586","DG-BTM_AVA_ID_Bonner","Solar","3127","DPV-ALL_Bonner_ID_F[18]",".4349936","3127","DPV-ALL_Bonner_ID_F[18]",".4349936","0","0","0","0",".4349936",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18587","DG-BTM_AVA_ID_Clearwater","Solar","3156","DPV-ALL_Clearwater_ID_F[18]",".0851","3156","DPV-ALL_Clearwater_ID_F[18]",".0851","0","0","0","0",".0851",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18588","DG-BTM_AVA_ID_Idaho","Solar","3230","DPV-ALL_Idaho_ID_F[18]",".1713637","3230","DPV-ALL_Idaho_ID_F[18]",".1713637","0","0","0","0",".1713637",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18589","DG-BTM_AVA_ID_Kootenai","Solar","3253","DPV-ALL_Kootenai_ID_F[18]","3.777853","3253","DPV-ALL_Kootenai_ID_F[18]","3.777853","0","0","0","0","3.777853",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18590","DG-BTM_AVA_ID_Latah","Solar","3266","DPV-ALL_Latah_ID_F[18]",".7368507","3266","DPV-ALL_Latah_ID_F[18]",".7368507","0","0","0","0",".7368507",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18591","DG-BTM_AVA_ID_Lewis","Solar","3269","DPV-ALL_Lewis_ID_F[18]",".0982","3269","DPV-ALL_Lewis_ID_F[18]",".0982","0","0","0","0",".0982",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18592","DG-BTM_AVA_ID_Nez Perce","Solar","3317","DPV-ALL_Nez Perce_ID_F[18]","1.001712","3317","DPV-ALL_Nez Perce_ID_F[18]","1.001712","0","0","0","0","1.001712",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18593","DG-BTM_AVA_ID_Shoshone","Solar","3381","DPV-ALL_Shoshone_ID_F[18]",".2012179","3381","DPV-ALL_Shoshone_ID_F[18]",".2012179","0","0","0","0",".2012179",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18594","DG-BTM_AVA_MT_Lincoln","Solar","3273","DPV-ALL_Lincoln_MT_F[18]",".130667","3273","DPV-ALL_Lincoln_MT_F[18]",".130667","0","0","0","0",".130667",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18595","DG-BTM_AVA_WA_Adams","Solar","3101","DPV-ALL_Adams_WA_F[18]",".4629842","3101","DPV-ALL_Adams_WA_F[18]",".4629842","0","0","0","0",".4629842",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18596","DG-BTM_AVA_WA_Asotin","Solar","3109","DPV-ALL_Asotin_WA_F[18]",".4009254","3109","DPV-ALL_Asotin_WA_F[18]",".4009254","0","0","0","0",".4009254",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18597","DG-BTM_AVA_WA_Chelan","Solar","3146","DPV-ALL_Chelan_WA_F[18]",".000894","3146","DPV-ALL_Chelan_WA_F[18]",".000894","0","0","0","0",".000894",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18598","DG-BTM_AVA_WA_Franklin","Solar","3198","DPV-ALL_Franklin_WA_F[18]",".0417","3198","DPV-ALL_Franklin_WA_F[18]",".0417","0","0","0","0",".0417",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18599","DG-BTM_AVA_WA_Grant","Solar","3217","DPV-ALL_Grant_WA_F[18]",".0294","3217","DPV-ALL_Grant_WA_F[18]",".0294","0","0","0","0",".0294",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18600","DG-BTM_AVA_WA_Lincoln","Solar","3276","DPV-ALL_Lincoln_WA_F[18]",".1196931","3276","DPV-ALL_Lincoln_WA_F[18]",".1196931","0","0","0","0",".1196931",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18601","DG-BTM_AVA_WA_Okanogan","Solar","3320","DPV-ALL_Okanogan_WA_F[18]",".0121","3320","DPV-ALL_Okanogan_WA_F[18]",".0121","0","0","0","0",".0121",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18602","DG-BTM_AVA_WA_Pend Oreille","Solar","3331","DPV-ALL_Pend Oreille_WA_F[18]",".0214","3331","DPV-ALL_Pend Oreille_WA_F[18]",".0214","0","0","0","0",".0214",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18603","DG-BTM_AVA_WA_Spokane","Solar","3391","DPV-ALL_Spokane_WA_F[18]","6.143365","3391","DPV-ALL_Spokane_WA_F[18]","6.143365","0","0","0","0","6.143365",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18604","DG-BTM_AVA_WA_Stevens","Solar","3393","DPV-ALL_Stevens_WA_F[18]","1.132718","3393","DPV-ALL_Stevens_WA_F[18]","1.132718","0","0","0","0","1.132718",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18605","DG-BTM_AVA_WA_Whitman","Solar","3441","DPV-ALL_Whitman_WA_F[18]",".9125866","3441","DPV-ALL_Whitman_WA_F[18]",".9125866","0","0","0","0",".9125866",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18606","DG-BTM_AZPS_AZ_Apache","Solar","3106","DPV-ALL_Apache_AZ_F[18]","25.94441","3106","DPV-ALL_Apache_AZ_F[18]","25.94441","0","0","0","0","25.94441",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18607","DG-BTM_AZPS_AZ_Cochise","Solar","3157","DPV-ALL_Cochise_AZ_F[18]","13.75175","3157","DPV-ALL_Cochise_AZ_F[18]","13.75175","0","0","0","0","13.75175",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18608","DG-BTM_AZPS_AZ_Coconino","Solar","3158","DPV-ALL_Coconino_AZ_F[18]","104.1299","3158","DPV-ALL_Coconino_AZ_F[18]","104.1299","0","0","0","0","104.1299",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18609","DG-BTM_AZPS_AZ_Gila","Solar","3207","DPV-ALL_Gila_AZ_F[18]","39.23967","3207","DPV-ALL_Gila_AZ_F[18]","39.23967","0","0","0","0","39.23967",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18610","DG-BTM_AZPS_AZ_La Paz","Solar","3254","DPV-ALL_La Paz_AZ_F[18]","23.92611","3254","DPV-ALL_La Paz_AZ_F[18]","23.92611","0","0","0","0","23.92611",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18611","DG-BTM_AZPS_AZ_Maricopa","Solar","3287","DPV-ALL_Maricopa_AZ_F[18]","1985.339","3287","DPV-ALL_Maricopa_AZ_F[18]","1985.339","0","0","0","0","1985.339",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18612","DG-BTM_AZPS_AZ_Mohave","Solar","3303","DPV-ALL_Mohave_AZ_F[18]","91.35787","3303","DPV-ALL_Mohave_AZ_F[18]","91.35787","0","0","0","0","91.35787",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18613","DG-BTM_AZPS_AZ_Navajo","Solar","3315","DPV-ALL_Navajo_AZ_F[18]","53.64939","3315","DPV-ALL_Navajo_AZ_F[18]","53.64939","0","0","0","0","53.64939",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18614","DG-BTM_AZPS_AZ_Pinal","Solar","3338","DPV-ALL_Pinal_AZ_F[18]","91.59291","3338","DPV-ALL_Pinal_AZ_F[18]","91.59291","0","0","0","0","91.59291",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18615","DG-BTM_AZPS_AZ_Yavapai","Solar","3444","DPV-ALL_Yavapai_AZ_F[18]","299.0148","3444","DPV-ALL_Yavapai_AZ_F[18]","299.0148","0","0","0","0","299.0148",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18616","DG-BTM_AZPS_AZ_Yuma","Solar","3448","DPV-ALL_Yuma_AZ_F[18]","29.49242","3448","DPV-ALL_Yuma_AZ_F[18]","29.49242","0","0","0","0","29.49242",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18617","DG-BTM_AZPS_CA_Riverside","Solar","3353","DPV-ALL_Riverside_CA_F[18]","130.0713","3353","DPV-ALL_Riverside_CA_F[18]","130.0713","0","0","0","0","130.0713",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18618","DG-BTM_AZPS_NM_San Juan","Solar","3364","DPV-ALL_San Juan_NM_F[18]","0","3364","DPV-ALL_San Juan_NM_F[18]","0","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18619","DG-BTM_BANC_CA_Alameda","Solar","3102","DPV-ALL_Alameda_CA_F[18]","6.833223","3102","DPV-ALL_Alameda_CA_F[18]","6.833223","0","0","0","0","6.833223",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18620","DG-BTM_BANC_CA_Placer","Solar","3340","DPV-ALL_Placer_CA_F[18]","28.34966","3340","DPV-ALL_Placer_CA_F[18]","28.34966","0","0","0","0","28.34966",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18621","DG-BTM_BANC_CA_Sacramento","Solar","3356","DPV-ALL_Sacramento_CA_F[18]","599.4974","3356","DPV-ALL_Sacramento_CA_F[18]","599.4974","0","0","0","0","599.4974",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18622","DG-BTM_BANC_CA_San Joaquin","Solar","3363","DPV-ALL_San Joaquin_CA_F[18]","15.17709","3363","DPV-ALL_San Joaquin_CA_F[18]","15.17709","0","0","0","0","15.17709",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18623","DG-BTM_BANC_CA_Shasta","Solar","3379","DPV-ALL_Shasta_CA_F[18]","29.69228","3379","DPV-ALL_Shasta_CA_F[18]","29.69228","0","0","0","0","29.69228",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18624","DG-BTM_BANC_CA_Stanislaus","Solar","3392","DPV-ALL_Stanislaus_CA_F[18]","235.4478","3392","DPV-ALL_Stanislaus_CA_F[18]","235.4478","0","0","0","0","235.4478",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18625","DG-BTM_BANC_CA_Trinity","Solar","3412","DPV-ALL_Trinity_CA_F[18]",".1697414","3412","DPV-ALL_Trinity_CA_F[18]",".1697414","0","0","0","0",".1697414",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18626","DG-BTM_BPAT_CA_Modoc","Solar","3301","DPV-ALL_Modoc_CA_F[18]","5.270344","3301","DPV-ALL_Modoc_CA_F[18]","5.270344","0","0","0","0","5.270344",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18627","DG-BTM_BPAT_ID_Bonner","Solar","3127","DPV-ALL_Bonner_ID_F[18]",".6100953","3127","DPV-ALL_Bonner_ID_F[18]",".6100953","0","0","0","0",".6100953",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18628","DG-BTM_BPAT_ID_Boundary","Solar","3130","DPV-ALL_Boundary_ID_F[18]",".3052138","3130","DPV-ALL_Boundary_ID_F[18]",".3052138","0","0","0","0",".3052138",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18629","DG-BTM_BPAT_ID_Clearwater","Solar","3156","DPV-ALL_Clearwater_ID_F[18]",".0716","3156","DPV-ALL_Clearwater_ID_F[18]",".0716","0","0","0","0",".0716",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18630","DG-BTM_BPAT_MT_Flathead","Solar","3196","DPV-ALL_Flathead_MT_F[18]","4.824598","3196","DPV-ALL_Flathead_MT_F[18]","4.824598","0","0","0","0","4.824598",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18631","DG-BTM_BPAT_MT_Lake","Solar","3258","DPV-ALL_Lake_MT_F[18]",".2000945","3258","DPV-ALL_Lake_MT_F[18]",".2000945","0","0","0","0",".2000945",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18632","DG-BTM_BPAT_MT_Lincoln","Solar","3273","DPV-ALL_Lincoln_MT_F[18]",".4124114","3273","DPV-ALL_Lincoln_MT_F[18]",".4124114","0","0","0","0",".4124114",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18633","DG-BTM_BPAT_MT_Sanders","Solar","3370","DPV-ALL_Sanders_MT_F[18]",".0583","3370","DPV-ALL_Sanders_MT_F[18]",".0583","0","0","0","0",".0583",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18634","DG-BTM_BPAT_NV_Humboldt","Solar","3229","DPV-ALL_Humboldt_NV_F[18]","0","3229","DPV-ALL_Humboldt_NV_F[18]","0","0","0","0","0","0",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18635","DG-BTM_BPAT_OR_Benton","Solar","3118","DPV-ALL_Benton_OR_F[18]","1.351085","3118","DPV-ALL_Benton_OR_F[18]","1.351085","0","0","0","0","1.351085",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18636","DG-BTM_BPAT_OR_Clatsop","Solar","3154","DPV-ALL_Clatsop_OR_F[18]",".6527236","3154","DPV-ALL_Clatsop_OR_F[18]",".6527236","0","0","0","0",".6527236",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18637","DG-BTM_BPAT_OR_Columbia","Solar","3160","DPV-ALL_Columbia_OR_F[18]","2.480443","3160","DPV-ALL_Columbia_OR_F[18]","2.480443","0","0","0","0","2.480443",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18638","DG-BTM_BPAT_OR_Coos","Solar","3165","DPV-ALL_Coos_OR_F[18]","1.614713","3165","DPV-ALL_Coos_OR_F[18]","1.614713","0","0","0","0","1.614713",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
"18639","DG-BTM_BPAT_OR_Crook","Solar","3167","DPV-ALL_Crook_OR_F[18]",".3610658","3167","DPV-ALL_Crook_OR_F[18]",".3610658","0","0","0","0",".3610658",#FALSE#,#FALSE#,"NA",#TRUE#,"1","1"
