generatorkey,ads_name,bus id,bus name,bus kv,unit id,generator typeid,subtype,long id,ads_long_name,servicestatus,commission_date,retirement_date,devstatus,balancing_area,region name,mincap(mw),maxcap(mw),initialdispatch(mw),save to binary,state,county,city,zipcode,fueltype,technology,btm,internalid,economicpmin,economicpmax,tech_type,GeneratorKey,GeneratorName_x,Type,DispatchShapeName,DispatchMultiplier,capacity_hourly_rsc,GeneratorName_y, Turbine Type,Model Type,MustRun,MinimumDownTime(hr),MinimumUpTime(hr),MaxUpTime(hr),Generic Ramp Rate Name,RampUp Rate(MW/minute),RampDn Rate(MW/minute),Startup Cost Fixed($),StartFuel(MMBTu),Startup Time,VOM Cost,IOMaxCap(MW),IOMinCap(MW),MinInput(MMBTu),IncCap2(MW),IncHR2(MMBTu/MWh),IncCap3(MW),IncHR3(MMBTu/MWh),IncCap4(MW),IncHR4(MMBTu/MWh),IncCap5(MW),IncHR5(MMBTu/MWh),IncCap6(MW),IncHR6(MMBTu/MWh),IncCap7(MW),IncHR7(MMBTu/MWh)
18746,DG-BTM_CISC_CA_Los Angeles,24028,DELAMO,66.0,'J8,4,DG-BTM,G0--,DG-BTM_CISC_CA_Los Angeles,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CISC,CA_CISO,0.0,2265.535,0.0,YES,ID,,,,Solar,,#TRUE#,,0,2265.535,,18746.0,DG-BTM_CISC_CA_Los Angeles,Solar,DPV-ALL_Los Angeles_CA_F[18],2265.535,2265.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18611,DG-BTM_AZPS_AZ_Maricopa,85439,FLORES,12.5,'X3,4,DG-BTM,G0--,DG-BTM_AZPS_AZ_Maricopa,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,AZPS,SW_AZPS,0.0,1985.339,0.0,YES,ID,,,,Solar,,#TRUE#,,0,1985.339,,18611.0,DG-BTM_AZPS_AZ_Maricopa,Solar,DPV-ALL_Maricopa_AZ_F[18],1985.339,1985.339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18750,DG-BTM_CISC_CA_San Bernardino,25688,ROADWAY 12,12.47,'J4,4,DG-BTM,G0--,DG-BTM_CISC_CA_San Bernardino,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CISC,CA_CISO,0.0,1939.547,0.0,YES,ID,,,,Solar,,#TRUE#,,0,1939.547,,18750.0,DG-BTM_CISC_CA_San Bernardino,Solar,DPV-ALL_San Bernardino_CA_F[18],1939.547,1939.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17740,Battery (Generic)BA1645.24,25559,RP_WW230_2G,0.55,'VE,3,Battery Storage,_,34.196505_-118.931898,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,-1645.24,1645.24,0.0,YES,CA,Kern,,T3,Electricity,,#FALSE#,,0,1645.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17791,Tehachapi_Solar (Generic)PV-NT1277,25378,RP_WW_2G,0.69,'VS,4,SolarPV-NonTracking,_,Iron Point -Proposed,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,0.0,1277.0,0.0,YES,CA,Kern,,T3,Solar,Photovoltaic,#FALSE#,,0,1277,Solar_Photovoltaic,17791.0,Tehachapi_Solar (Generic)PV-NT1277,Solar,PV_Tehachapi_Solar (Generic)PV-NT1277_[18],1277.0,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17795,Tehachapi_Solar (Generic)PV-NT1247,25563,RP_ANT_AG,0.55,'VS,4,SolarPV-NonTracking,_,Iron Point -Proposed,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,0.0,1247.0,0.0,YES,CA,Los Angeles,,T3,Solar,Photovoltaic,#FALSE#,,0,1247,Solar_Photovoltaic,17795.0,Tehachapi_Solar (Generic)PV-NT1247,Solar,PV_Tehachapi_Solar (Generic)PV-NT1247_[18],1247.0,1247.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18808,DG-BTM_NEVP_NV_Clark,180130,RANGER1,12.5,'D6,4,DG-BTM,G0--,DG-BTM_NEVP_NV_Clark,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,NEVP,SW_NVE,0.0,1204.547,0.0,YES,ID,,,,Solar,,#TRUE#,,0,1204.547,,18808.0,DG-BTM_NEVP_NV_Clark,Solar,DPV-ALL_Clark_NV_F[18],1204.547,1204.547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17790,Tehachapi_Solar (Generic)PV-NT1153,25369,RP_WNDHBA_G,0.55,'VS,4,SolarPV-NonTracking,_,Iron Point -Proposed,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,0.0,1153.0,0.0,YES,CA,Kern,,T3,Solar,Photovoltaic,#FALSE#,,0,1153,Solar_Photovoltaic,17790.0,Tehachapi_Solar (Generic)PV-NT1153,Solar,PV_Tehachapi_Solar (Generic)PV-NT1153_[18],1153.0,1153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17481,Wyoming_Wind (Generic),25454,RP_ELDRO_1G,0.39,'VW,4,WT-Onshore,_,ADS2032,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,0.0,1062.0,0.0,YES,CA,El Dorado,,T3,Wind,Onshore,#FALSE#,,0,1062,Wind_Onshore,17481.0,Wyoming_Wind (Generic),Wind,WT_Shiloh I Wind Project1WT150 B-1_[18],1062.0,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18757,DG-BTM_CISD_CA_San Diego,22416,LOVELAND,69.0,'I7,4,DG-BTM,G0--,DG-BTM_CISD_CA_San Diego,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CISD,CA_CISO,0.0,1027.718,0.0,YES,ID,,,,Solar,,#TRUE#,,0,1027.718,,18757.0,DG-BTM_CISD_CA_San Diego,Solar,DPV-ALL_San Diego_CA_F[18],1027.718,1027.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17739,Battery (Generic)BA1007.55890533654,25583,RP_WBBA_G,0.55,'VE,3,Battery Storage,_,34.196505_-118.931898,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,-1007.559,1007.559,0.0,YES,CA,Kern,,T3,Electricity,,#FALSE#,,0,1007.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17796,Tehachapi_Solar (Generic)PV-NT1003,25571,RP_VIN_1G,0.55,'VS,4,SolarPV-NonTracking,_,Iron Point -Proposed,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,0.0,1003.0,0.0,YES,CA,Los Angeles,,T3,Solar,Photovoltaic,#FALSE#,,0,1003,Solar_Photovoltaic,17796.0,Tehachapi_Solar (Generic)PV-NT1003,Solar,PV_Tehachapi_Solar (Generic)PV-NT1003_[18],1003.0,1003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12944,DR_CISC-1,24001,ALAMT1 G,18.0,'DR,4,DR,CA--,CISC Demand Response (1of3),#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CISC,CA_CISO,0.0,980.7,0.0,YES,CA,,,,Electricity,,#TRUE#,,0,980.7,,12944.0,DR_CISC-1,Others,DR_CISC_2032,1.0,980.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18748,DG-BTM_CISC_CA_Orange,24007,ALMITOSW,66.0,'J6,4,DG-BTM,G0--,DG-BTM_CISC_CA_Orange,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CISC,CA_CISO,0.0,969.2767,0.0,YES,ID,,,,Solar,,#TRUE#,,0,969.2767,,18748.0,DG-BTM_CISC_CA_Orange,Solar,DPV-ALL_Orange_CA_F[18],969.2767,969.2767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,EdmonstonPump-Total,25605,EDMON1AP,14.4,'1,4,MotorLoad,CA--,EdmonstonPump Total,#TRUE#,#1980-01-01#,#2050-01-01#,Existing,CISC,CA_CISO,-60.0,840.0,0.0,YES,CA,,,,Electricity,,#FALSE#,,0,840,,4540.0,EdmonstonPump-Total,Others,Pump_Edmonston_2018,1.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17738,Battery (Generic)BA808.601094663461,25579,RP_VIN_2G,0.55,'VE,3,Battery Storage,_,34.196505_-118.931898,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,-808.6011,808.6011,0.0,YES,CA,Los Angeles,,T3,Electricity,,#FALSE#,,0,808.6011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18806,DG-BTM_LDWP_CA_Los Angeles,27243,VALLEY34,34.5,'D8,4,DG-BTM,G0--,DG-BTM_LDWP_CA_Los Angeles,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,LDWP,CA_LDWP,0.0,796.5273,0.0,YES,ID,,,,Solar,,#TRUE#,,0,796.5273,,18806.0,DG-BTM_LDWP_CA_Los Angeles,Solar,DPV-ALL_Los Angeles_CA_F[18],796.5273,796.5273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18756,DG-BTM_CISD_CA_Orange,22432,MARGARTA,138.0,'I8,4,DG-BTM,G0--,DG-BTM_CISD_CA_Orange,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CISD,CA_CISO,0.0,766.0013,0.0,YES,ID,,,,Solar,,#TRUE#,,0,766.0013,,18756.0,DG-BTM_CISD_CA_Orange,Solar,DPV-ALL_Orange_CA_F[18],766.0013,766.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17600,White Pine Pumped Storage,64056,GONDER,230.0,'X1,3,Hydro,_,2032ADS,#TRUE#,#2026-10-31#,#2050-12-31#,Future-Planned,SPPC,SW_NVE,0.0,750.0,0.0,YES,NV,White Pine,,T1,Water,,#FALSE#,,0,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12978,DR_PSCO-01,70002,BURNTMIL,115.0,'DR,4,DR,CO--,PSCO Demand Response (1of20),#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,PSCO,RM_PSCO,0.0,679.2,0.0,YES,CO,,,,Electricity,,#TRUE#,,0,679.2,,12978.0,DR_PSCO-01,Others,DR_PSCO_2032,1.0,679.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10214,TermoMexiCC-Total,22981,IV GEN1 STG,21.0,'CC,1,CCWhole-NatGas-Industrial,MX--,TermoelectricaMexicaliCC (Total CC Plant),#TRUE#,#2003-07-30#,#2050-12-31#,Existing,CISD,CA_CISO,367.4,668.0,0.0,YES,MX,,,,NG,Industrial,#FALSE#,,367.4,668.0001,NG_Industrial,,,,,,,TermoMexiCC-Total,CC F_7FA,,False,6.0,2.0,-1.0,,40.08,40.08,51998.19,160.32,1.0,2.1,668.0001,367.4,2818.212,75.15,5.412,75.15,5.847,75.15,6.288,75.15,6.73,0.0,0.0,0.0,0.0
18700,DG-BTM_CIPB_CA_Santa Clara,33377,EMRLD LE,60.0,'O4,4,DG-BTM,G0--,DG-BTM_CIPB_CA_Santa Clara,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPB,CA_CISO,0.0,646.8316,0.0,YES,ID,,,,Solar,,#TRUE#,,0,646.8316,,18700.0,DG-BTM_CIPB_CA_Santa Clara,Solar,DPV-ALL_Santa Clara_CA_F[18],646.8316,646.8316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17890,MSQUIT_5_SERDYN1GT625,24025,CHINO,230.0,'X7,1,CT-NatGas-Aero,_,Campbells Cogen (Total CC Plant),#TRUE#,#2018-06-06#,#2050-12-31#,Existing,CISC,CA_CISO,125.0,625.0,0.0,YES,CA,Los Angeles,Sacramento,EC,NG,Areo,#FALSE#,,125,625.0001,NG_Areo,,,,,,,MSQUIT_5_SERDYN1GT625,CC,,False,6.0,2.0,-1.0,,9.42,9.42,12221.13,37.68,1.0,2.1,625.0001,125.0,3328.125,166.6667,6.822,166.6667,7.458,166.6667,9.2,0.0,0.0,0.0,0.0,0.0,0.0
17905,Greater_Imperial_Geothermal (Generic)ST600,21690,HIGHLINE,230.0,'X0,1,Geo-DoubleFlash,_,Greater_Imperial_Geothermal (Generic)ST600,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,IID,CA_IID,120.0,600.0,0.0,YES,CA,Imperial,Sacramento,T3,Geo,,#FALSE#,,120,600,,,,,,,,Greater_Imperial_Geothermal (Generic)ST600,GEO,,True,6.0,16.0,-1.0,,25.02,25.02,0.0,0.0,1.0,2.1,600.0,300.0,2994.429,300.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18621,DG-BTM_BANC_CA_Sacramento,37221,STA. H 1,21.0,'W3,4,DG-BTM,G0--,DG-BTM_BANC_CA_Sacramento,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,BANC,CA_BANC,0.0,599.4974,0.0,YES,ID,,,,Solar,,#TRUE#,,0,599.4974,,18621.0,DG-BTM_BANC_CA_Sacramento,Solar,DPV-ALL_Sacramento_CA_F[18],599.4974,599.4974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18710,DG-BTM_CIPV_CA_Fresno,34485,FRESNOWW,12.47,'N4,4,DG-BTM,G0--,DG-BTM_CIPV_CA_Fresno,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,595.0814,0.0,YES,ID,,,,Solar,,#TRUE#,,0,595.0814,,18710.0,DG-BTM_CIPV_CA_Fresno,Solar,DPV-ALL_Fresno_CA_F[18],595.0814,595.0814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18726,DG-BTM_CIPV_CA_San Joaquin,30622,EIGHT MI,230.0,'L8,4,DG-BTM,G0--,DG-BTM_CIPV_CA_San Joaquin,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,590.688,0.0,YES,ID,,,,Solar,,#TRUE#,,0,590.688,,18726.0,DG-BTM_CIPV_CA_San Joaquin,Solar,DPV-ALL_San Joaquin_CA_F[18],590.688,590.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18692,DG-BTM_CIPB_CA_Alameda,35116,CRYOGEN,115.0,'P2,4,DG-BTM,G0--,DG-BTM_CIPB_CA_Alameda,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPB,CA_CISO,0.0,575.0029,0.0,YES,ID,,,,Solar,,#TRUE#,,0,575.0029,,18692.0,DG-BTM_CIPB_CA_Alameda,Solar,DPV-ALL_Alameda_CA_F[18],575.0029,575.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17794,SCADSNV_Solar (Generic)PV-NT568,25484,RP_MHVE_1G,0.55,'VS,4,SolarPV-NonTracking,_,Iron Point -Proposed,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,0.0,568.0,0.0,YES,CA,0,,T3,Solar,Photovoltaic,#FALSE#,,0,568,Solar_Photovoltaic,17794.0,SCADSNV_Solar (Generic)PV-NT568,Solar,PV_Sunray 21PV-NT20_[18],568.0,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18713,DG-BTM_CIPV_CA_Kern,34739,GRIMWAY,115.0,'N1,4,DG-BTM,G0--,DG-BTM_CIPV_CA_Kern,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,567.0001,0.0,YES,ID,,,,Solar,,#TRUE#,,0,567.0001,,18713.0,DG-BTM_CIPV_CA_Kern,Solar,DPV-ALL_Kern_CA_F[18],567.0001,567.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18734,DG-BTM_CIPV_CA_Sonoma,31375,WINDSOR,60.0,'L0,4,DG-BTM,G0--,DG-BTM_CIPV_CA_Sonoma,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,544.0579,0.0,YES,ID,,,,Solar,,#TRUE#,,0,544.0579,,18734.0,DG-BTM_CIPV_CA_Sonoma,Solar,DPV-ALL_Sonoma_CA_F[18],544.0579,544.0579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12971,DR_PAUT-1,65135,BENLOMND,345.0,'DR,4,DR,UT--,PAUT Demand Response (1of5),#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,PAUT,BS_PACE,0.0,510.6,0.0,YES,UT,,,,Electricity,,#TRUE#,,0,510.6,,12971.0,DR_PAUT-1,Others,DR_PAUT_2032,1.0,510.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15750,CEP_6,70733,CHEYRGE_W1,0.69,'W1,4,WT-Onshore,nan,nan,#TRUE#,#2020-08-26#,#2045-12-31#,Existing,PSCO,RM_PSCO,0.0,500.0,105.0,YES,CO,,,,Wind,,#FALSE#,,0,500,,15750.0,CEP_6,Wind,WT_Bronco Plains1WT299.36 A-1_[18],500.0,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17746,LA Basin Battery (Generic)BA500,25986,RP_LAGB_G,0.55,'VE,3,Battery Storage,_,34.196505_-118.931898,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,-500.0,500.0,0.0,YES,CA,Los Angeles,,T3,Electricity,,#FALSE#,,0,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17747,Big Creek-Ventura Battery (Generic)BA500,25990,RP_MPRK_G,0.55,'VE,3,Battery Storage,_,34.196505_-118.931898,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,-500.0,500.0,0.0,YES,CA,Ventura,,T3,Electricity,,#FALSE#,,0,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18408,Advanced-Nuclear-Naughton,66050,NAUGHTON,230.0,'X2,1,ST-Nuclear,_2,2032ADS,#TRUE#,#2028-01-01#,#2050-12-31#,Future-Planned,PAWY,BS_PACE,500.0,500.0,0.0,YES,WY,,,T3,Uranium,Nuclear,#FALSE#,,500,500,Uranium_Nuclear,,,,,,,Advanced-Nuclear-Naughton,ST-NUC,,True,1.0,1.0,1.0,,6.98,6.98,145001.0,0.0,0.0,5.633296,500.0,500.0,12104.73,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12926,DR_BANC-1,38060,INDUSTRL,60.0,'D1,4,DR,CA--,BANC Demand Response (1of3),#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,485.9,0.0,YES,CA,,,,Electricity,,#TRUE#,,0,485.9,,12926.0,DR_BANC-1,Others,DR_BANC_2032,1.0,485.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18693,DG-BTM_CIPB_CA_Contra Costa,33001,DOMTAR,115.0,'P1,4,DG-BTM,G0--,DG-BTM_CIPB_CA_Contra Costa,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPB,CA_CISO,0.0,481.3049,0.0,YES,ID,,,,Solar,,#TRUE#,,0,481.3049,,18693.0,DG-BTM_CIPB_CA_Contra Costa,Solar,DPV-ALL_Contra Costa_CA_F[18],481.3049,481.3049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12969,DR_PAID-1,65665,GOSHEN,345.0,'DR,4,DR,ID--,PAID Demand Response (1of2),#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,PAID,BS_PACE,0.0,478.4,0.0,YES,ID,,,,Electricity,,#TRUE#,,0,478.4,,12969.0,DR_PAID-1,Others,DR_PAID_2032,1.0,478.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19280,Gemini BESS,181084,GEMTWO G2,0.63,'S1,3,Battery Storage,nan,Gemini1BA380,#TRUE#,#2023-11-30#,#2050-12-31#,Future-Planned,NEVP,SW_NVE,-380.0,380.0,0.0,YES,NV,Clark,,,MWH,Battery Storage,#FALSE#,,0,380,MWH_Battery Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17103,SCCT FRAME NTN (GT-66050-01),60073,BRADY,230.0,'X1,1,CT-NatGas-Industrial,Naughton 1 Gas,SCCT FRAME NTN - GT- 66050 - 01 - WY - T3 - MEB,#TRUE#,#2030-01-01#,#2050-12-31#,Future-Conceptual,IPMV,BS_IPCO,50.0,369.8,0.0,YES,WY,,,,NG,Industrial,#FALSE#,,50,369.8,NG_Industrial,,,,,,,SCCT FRAME NTN (GT-66050-01),GT F,,False,1.0,1.0,-1.0,,36.98,36.98,21829.16,26.4,1.0,0.56,369.8,50.0,849.524,50.0,7.742,269.8,8.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17897,RAMON_2_SCEDYN1ST359.6,22836,TALEGA,69.0,'X2,1,Geo-BinaryCycle,_,Ramona 11PV-NT2,#TRUE#,#2017-11-01#,#2050-12-31#,Existing,CISD,CA_CISO,71.92,359.5999,0.0,YES,CA,Mono,Sacramento,EC,Geo,,#FALSE#,,71.92,359.6,,,,,,,,RAMON_2_SCEDYN1ST359.6,GEO,,True,6.0,16.0,-1.0,,15.0,15.0,0.0,0.0,1.0,2.1,359.6,179.8,1794.661,179.8,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18729,DG-BTM_CIPV_CA_Santa Barbara,36274,BUELLTON,115.0,'L5,4,DG-BTM,G0--,DG-BTM_CIPV_CA_Santa Barbara,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,357.5381,0.0,YES,ID,,,,Solar,,#TRUE#,,0,357.5381,,18729.0,DG-BTM_CIPV_CA_Santa Barbara,Solar,DPV-ALL_Santa Barbara_CA_F[18],357.5381,357.5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16983,SCE S Nevada Solar 2,189178,INNOVATION-G,0.69,'1,4,SolarPV-Tracking,NV-Tier2,S Nevada (in-state) Solar (Generic),#TRUE#,#2031-01-01#,#2050-12-31#,Existing,VEA,CA_CISO,0.0,344.0,721.6,YES,NV,South Nevada,,,Solar,Tracking,#FALSE#,,0,344,Solar_Tracking,16983.0,SCE S Nevada Solar 2,Solar,PV_Southern_Nevada_Solar (Generic)PV-NT344_[18],344.0,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18406,Cal Energy Geothermal,22360,IMPRLVLY,500.0,'X2,1,Geo-BinaryCycle,_,Kearny North Energy StorageBA10,#TRUE#,#2016-02-11#,#2039-12-31#,Existing,CISD,CA_CISO,170.0,340.0,0.0,YES,CA,Imperial,,EC,Geo,Binary,#FALSE#,,170,340,Geo_Binary,,,,,,,Cal Energy Geothermal,GEO,,True,6.0,16.0,1.0,,8.67,8.67,0.0,0.0,0.0,3.098312,340.0,170.0,1696.843,170.0,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15255,LaRosita2CC-Total,22996,INTBST,18.0,'1,1,CCWhole-NatGas-Industrial,MX--,LaRosita2CC (Total CC Plant),#TRUE#,#2003-07-22#,#2050-12-31#,Existing,CISD,CA_CISO,163.92,331.6,140.0,YES,MX,,,,NG,Industrial,#FALSE#,,163.92,331.6,NG_Industrial,,,,,,,LaRosita2CC-Total,CC F_501F,,False,6.0,2.0,-1.0,,19.896,19.896,25812.28,79.584,1.0,2.1,331.6,163.92,1216.851,54.64,5.784,54.64,6.696,58.4,9.2,0.0,0.0,0.0,0.0,0.0,0.0
16772,Cline Corners,10895,CC1,0.69,'1,4,WT-Onshore,nan,Cline Corners1WT342.22,#TRUE#,#2021-06-01#,#2050-12-31#,Under Construction,PNM,SW_PNM,0.0,324.22,80.0,YES,NM,Torrance,,,Wind,Onshore,#FALSE#,,0,324.22,Wind_Onshore,16772.0,Cline Corners,Wind,WT_Cline Corners1WT342.22 A-1_[18],324.22,324.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18727,DG-BTM_CIPV_CA_San Luis Obispo,36278,OCEANO,115.0,'L7,4,DG-BTM,G0--,DG-BTM_CIPV_CA_San Luis Obispo,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,322.8503,0.0,YES,ID,,,,Solar,,#TRUE#,,0,322.8503,,18727.0,DG-BTM_CIPV_CA_San Luis Obispo,Solar,DPV-ALL_San Luis Obispo_CA_F[18],322.8503,322.8503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17939,Pumped Hydro Storage (Generic)HY314,22832,SYCAMORE,230.0,'X1,3,PS-Hydro,_,McSwain-1,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISD,CA_CISO,0.0,314.0,0.0,YES,CA,San Diego,,T3,Water,,#FALSE#,,0,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17418,Pumped Hydro Storage (Generic),25447,RP_ALBHIL_G2,18.0,'VP,3,PS-Hydro,_,ADS2032,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,0.0,313.0,0.0,YES,CA,,,T3,Water,,#FALSE#,,0,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17669,Arroyo Solar-1,10633,ARROY_C1A,34.5,'1,4,SolarPV-Tracking,_X,2032ADS,#TRUE#,#2022-06-20#,#2042-06-20#,Pre-Const Reg Approval-Review,PNM,SW_PNM,0.0,300.0,0.0,YES,NM,McKinley,,T1,Solar,Tracking,#FALSE#,,0,300,Solar_Tracking,17669.0,Arroyo Solar-1,Solar,PV_Arroyo Solar-11PV-T300_[18],300.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18009,Slate Solar PV,30879,HENTAP1,230.0,'X1,4,SolarPV-NonTracking,_,Slate Solar PV,#TRUE#,#2021-11-12#,#2050-12-31#,Existing,CIPV,CA_CISO,0.0,299.5,0.0,YES,CA,Kings,,,Solar,NonTracking,#FALSE#,,0,299.5,Solar_NonTracking,18009.0,Slate Solar PV,Solar,PV_SlatePV-NT50_[18],299.5,299.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15751,CEP_7,70753,BRONCO_W1,0.69,'W1,4,WT-Onshore,nan,nan,#TRUE#,#2020-09-30#,#2045-09-29#,Existing,PSCO,RM_PSCO,0.0,299.36,63.0,YES,CO,,,,Wind,,#FALSE#,,0,299.36,,15751.0,CEP_7,Wind,WT_Bronco Plains1WT299.36 A-1_[18],299.36,299.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18615,DG-BTM_AZPS_AZ_Yavapai,85637,SUNDOG11,12.5,'W9,4,DG-BTM,G0--,DG-BTM_AZPS_AZ_Yavapai,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,AZPS,SW_AZPS,0.0,299.0148,0.0,YES,ID,,,,Solar,,#TRUE#,,0,299.0148,,18615.0,DG-BTM_AZPS_AZ_Yavapai,Solar,DPV-ALL_Yavapai_AZ_F[18],299.0148,299.0148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18705,DG-BTM_CIPV_CA_Butte,31475,KANAKAJT,115.0,'N9,4,DG-BTM,G0--,DG-BTM_CIPV_CA_Butte,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,286.6599,0.0,YES,ID,,,,Solar,,#TRUE#,,0,286.6599,,18705.0,DG-BTM_CIPV_CA_Butte,Solar,DPV-ALL_Butte_CA_F[18],286.6599,286.6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
