generatorkey,ads_name,bus id,bus name,bus kv,unit id,generator typeid,subtype,long id,ads_long_name,servicestatus,commission_date,retirement_date,devstatus,balancing_area,region name,mincap(mw),maxcap(mw),initialdispatch(mw),save to binary,state,county,city,zipcode,fueltype,technology,btm,internalid,economicpmin,economicpmax,tech_type,GeneratorKey,GeneratorName_x,Type,DispatchShapeName,DispatchMultiplier,capacity_hourly_rsc,GeneratorName_y, Turbine Type,Model Type,MustRun,MinimumDownTime(hr),MinimumUpTime(hr),MaxUpTime(hr),Generic Ramp Rate Name,RampUp Rate(MW/minute),RampDn Rate(MW/minute),Startup Cost Fixed($),StartFuel(MMBTu),Startup Time,VOM Cost,IOMaxCap(MW),IOMinCap(MW),MinInput(MMBTu),IncCap2(MW),IncHR2(MMBTu/MWh),IncCap3(MW),IncHR3(MMBTu/MWh),IncCap4(MW),IncHR4(MMBTu/MWh),IncCap5(MW),IncHR5(MMBTu/MWh),IncCap6(MW),IncHR6(MMBTu/MWh),IncCap7(MW),IncHR7(MMBTu/MWh)
17902,NGILAA_5_SDGDYN1CS57,21690,HIGHLINE,230.0,'X1,1,CCWhole-NatGas-SingleShaft,_,Campbells Cogen (Total CC Plant),#TRUE#,#2019-01-01#,#2050-12-31#,Existing,IID,CA_IID,11.4,57.0,0.0,YES,CA,Los Angeles,Sacramento,EC,NG,Areo,#FALSE#,,17.1,57,NG_Areo,,,,,,,NGILAA_5_SDGDYN1CS57,CC,,False,6.0,2.0,-1.0,,9.42,9.42,12221.13,37.68,1.0,2.1,57.0,17.1,303.525,19.95,6.822,19.95,7.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17463,Altamont Winds LLC,35316,SNTACLRAWIND,12.47,'X2,4,WT-Onshore,_,ADS2032,#TRUE#,#2023-06-01#,#2050-12-31#,Under Construction,CIPB,CA_CISO,0.0,56.2,0.0,YES,CA,Alameda,,T1,Wind,Onshore,#FALSE#,,0,56.2,Wind_Onshore,17463.0,Altamont Winds LLC,Wind,WT-CISO-Altamont2_2032[18],56.2,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18125,Tulare Solar 5,25060,TULRESLR_1L,34.5,'X2,4,SolarPV-NonTracking,_,KANSAS,#TRUE#,#2022-04-01#,#2050-12-31#,Under Construction,CISC,CA_CISO,0.0,55.83,0.0,YES,CA,Tulare,,1,Solar,Non-Tracking,#FALSE#,,0,55.83,Solar_Non-Tracking,18125.0,Tulare Solar 5,Solar,PV_Tulare Solar 5PV-NT55.83_[18],55.83,55.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18950,DG-BTM_PNM_NM_Santa Fe,10117,HALONA,4.16,'O4,4,DG-BTM,G0--,DG-BTM_PNM_NM_Santa Fe,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,PNM,SW_PNM,0.0,55.18554,0.0,YES,ID,,,,Solar,,#TRUE#,,0,55.18554,,18950.0,DG-BTM_PNM_NM_Santa Fe,Solar,DPV-ALL_Santa Fe_NM_F[18],55.18554,55.18554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18061,Azalea Storage,34798,KERNWATR,115.0,'X0,3,Battery Storage,_,_,#TRUE#,#2025-03-09#,#2050-12-31#,Future-Planned,CIPV,CA_CISO,-55.0,55.0,0.0,YES,CA,Kern,,1,Electricity,,#FALSE#,,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18042,IPCO IRP Generic 60435 BESS 1,60435,BCSR_POI,138.0,'X0,3,Battery Storage,nan,IPCO IRP Generic 60435 BESS 1,#TRUE#,#1905-07-20#,#2050-12-31#,Future-Conceptual,IPTV,BS_IPCO,-55.0,55.0,0.0,YES,ID,Ada,,,MWH,Battery Storage,#FALSE#,,0,55,MWH_Battery Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19327,IPCO IRP Generic BESS 4,60435,BCSR_POI,138.0,'X3,3,Battery Storage,nan,IPCO IRP Generic  BESS,#TRUE#,#1905-07-24#,#2050-12-31#,Future-Conceptual,IPTV,BS_IPCO,-55.0,55.0,0.0,YES,ID,Elmore,,,MWH,Battery Storage,#FALSE#,,0,55,MWH_Battery Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19326,IPCO IRP Generic BESS 3,60435,BCSR_POI,138.0,'X2,3,Battery Storage,nan,IPCO IRP Generic  BESS,#TRUE#,#1905-07-23#,#2050-12-31#,Future-Conceptual,IPTV,BS_IPCO,-55.0,55.0,0.0,YES,ID,Ada,,,MWH,Battery Storage,#FALSE#,,0,55,MWH_Battery Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19325,IPCO IRP Generic BESS 2,60435,BCSR_POI,138.0,'X1,3,Battery Storage,nan,IPCO IRP Generic  BESS,#TRUE#,#1905-07-22#,#2050-12-31#,Future-Conceptual,IPTV,BS_IPCO,-55.0,55.0,0.0,YES,ID,Owyhee,,,MWH,Battery Storage,#FALSE#,,0,55,MWH_Battery Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17680,Kiowa Solar,70572,KIOWA_IR_S,34.5,'S1,4,SolarPV-Tracking,_,2032ADS,#TRUE#,#2022-12-01#,#2050-12-31#,Pre-Const Reg Approval-Review,PSCO,RM_PSCO,0.0,54.5,0.0,YES,CO,Adams,,T1,Solar,Tracking,#FALSE#,,0,54.5,Solar_Tracking,17680.0,Kiowa Solar,Solar,PV_Kiowa Solar1PV-T54.5_[18],54.5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12937,DR_CIPV-1,30020,OLINDA,500.0,'D2,4,DR,CA--,CIPV Demand Response (1of7),#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,BANC,CA_BANC,0.0,54.4,0.0,YES,CA,,,,Electricity,,#TRUE#,,0,54.4,,12937.0,DR_CIPV-1,Others,DR_CIPV_2032,1.0,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18909,DG-BTM_PAUT_UT_Weber,67432,WARREN,12.5,'S5,4,DG-BTM,G0--,DG-BTM_PAUT_UT_Weber,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,PAUT,BS_PACE,0.0,54.13174,0.0,YES,ID,,,,Solar,,#TRUE#,,0,54.13174,,18909.0,DG-BTM_PAUT_UT_Weber,Solar,DPV-ALL_Weber_UT_F[18],54.13174,54.13174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17759,Valley Center Energy StorageBA54,23627,Q1191_ES,0.6,'1,3,Battery Storage,_,34.196505_-118.931898,#TRUE#,#2021-11-29#,#2050-12-31#,Under Construction,CISD,CA_CISO,-54.0,54.0,0.0,YES,0,San Diego,,T1,Electricity,,#FALSE#,,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18742,DG-BTM_CIPV_CA_Yuba,32347,BEALE_2,60.0,'K2,4,DG-BTM,G0--,DG-BTM_CIPV_CA_Yuba,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,52.36009,0.0,YES,ID,,,,Solar,,#TRUE#,,0,52.36009,,18742.0,DG-BTM_CIPV_CA_Yuba,Solar,DPV-ALL_Yuba_CA_F[18],52.36009,52.36009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18737,DG-BTM_CIPV_CA_Tehama,31626,CORNING,60.0,'K7,4,DG-BTM,G0--,DG-BTM_CIPV_CA_Tehama,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPV,CA_CISO,0.0,52.00443,0.0,YES,ID,,,,Solar,,#TRUE#,,0,52.00443,,18737.0,DG-BTM_CIPV_CA_Tehama,Solar,DPV-ALL_Tehama_CA_F[18],52.00443,52.00443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17677,Hunter Mesa,70546,BRICKCTR,115.0,'X0,4,SolarPV-Tracking,_,2032ADS,#TRUE#,#2023-03-31#,#2050-12-31#,Future-Planned,PSCO,RM_PSCO,0.0,52.0,0.0,YES,CO,Garfield,,T2,Solar,Tracking,#FALSE#,,0,52,Solar_Tracking,17677.0,Hunter Mesa,Solar,PV_Hunter Mesa1PV-T52_[18],52.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18908,DG-BTM_PAUT_UT_Washington,66656,WBN15,12.47,'S6,4,DG-BTM,G0--,DG-BTM_PAUT_UT_Washington,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,PAUT,BS_PACE,0.0,51.76281,0.0,YES,ID,,,,Solar,,#TRUE#,,0,51.76281,,18908.0,DG-BTM_PAUT_UT_Washington,Solar,DPV-ALL_Washington_UT_F[18],51.76281,51.76281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18702,DG-BTM_CIPB_CA_Solano,32602,NRTH TWR,115.0,'O2,4,DG-BTM,G0--,DG-BTM_CIPB_CA_Solano,#TRUE#,#2023-04-15#,#2050-01-01#,Future-Conceptual,CIPB,CA_CISO,0.0,50.3236,0.0,YES,ID,,,,Solar,,#TRUE#,,0,50.3236,,18702.0,DG-BTM_CIPB_CA_Solano,Solar,DPV-ALL_Solano_CA_F[18],50.3236,50.3236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17985,Gas (Peaking)15GT50,15080,PINAL_C,500.0,'XA,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)15GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17851,Solar_Owens 20181PV-NT50,27336,ROSSMOYN,69.0,'X0,4,SolarPV-NonTracking,_1,Iron Point -Proposed,#TRUE#,#2018-08-01#,#2050-12-31#,Existing,LDWP,CA_LDWP,0.0,50.0,0.0,YES,CA,"Kern, Inyo, Mono Cou",,EC,Solar,Photovoltaic,#FALSE#,,0,50,Solar_Photovoltaic,17851.0,Solar_Owens 20181PV-NT50,Solar,PV_Solar_Owens 20201PV-NT50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17980,Gas (Peaking)10GT50,15080,PINAL_C,500.0,'X5,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2025-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)10GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17979,Gas (Peaking)9GT50,15080,PINAL_C,500.0,'X4,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2025-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)9GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17850,Solar_Owens 20171PV-NT50,27337,ROSS35,34.5,'X0,4,SolarPV-NonTracking,_1,Iron Point -Proposed,#TRUE#,#2017-08-01#,#2050-12-31#,Existing,LDWP,CA_LDWP,0.0,50.0,0.0,YES,CA,"Kern, Inyo, Mono Cou",,EC,Solar,Photovoltaic,#FALSE#,,0,50,Solar_Photovoltaic,17850.0,Solar_Owens 20171PV-NT50,Solar,PV_Solar_Owens 20201PV-NT50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17981,Gas (Peaking)11GT50,15080,PINAL_C,500.0,'X6,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2025-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)11GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17990,Gas (Peaking)20GT50,15080,PINAL_C,500.0,'XF,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)20GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17989,Gas (Peaking)19GT50,15080,PINAL_C,500.0,'XE,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)19GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18063,Chula Vista Energy Center 2,22771,BAY BLVD,230.0,'X0,3,Battery Storage,_,_,#TRUE#,#2022-12-15#,#2050-12-31#,Future-Planned,CISD,CA_CISO,-50.0,50.0,0.0,YES,CA,San Diego,,1,Electricity,,#FALSE#,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18058,Almasol 6 BESS,25257,ALMASOL_G6ES,0.69,'2,3,Battery Storage,_,_,#TRUE#,#2022-04-01#,#2050-12-31#,Under Construction,CISC,CA_CISO,-50.0,50.0,0.0,YES,CA,Riverside,,1,Electricity,,#FALSE#,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17982,Gas (Peaking)12GT50,15080,PINAL_C,500.0,'X7,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2025-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)12GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17983,Gas (Peaking)13GT50,15080,PINAL_C,500.0,'X8,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)13GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17984,Gas (Peaking)14GT50,15080,PINAL_C,500.0,'X9,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)14GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17484,CSF Columbia Gorge,25808,BLYTHE FD,34.5,'X7,4,WT-Onshore,_,ADS2032,#TRUE#,#2017-11-01#,#2050-12-31#,Existing,CISC,CA_CISO,0.0,50.0,0.0,YES,CA,0,,EC,Wind,Onshore,#FALSE#,,0,50,Wind_Onshore,17484.0,CSF Columbia Gorge,Wind,WT_Glacier Winds Energy Two69WT103.5 A-1_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16820,Laughlin Solar,18166,LAUGHLIN,69.0,'X1,4,SolarPV-Tracking,NV-Tier,Laughlin Solar-Proposed,#TRUE#,#2023-03-31#,#2050-12-31#,Future-Conceptual,NEVP,SW_NVE,0.0,50.0,0.0,YES,NV,Clark,,,Solar,Photovoltaic,#FALSE#,,0,50,Solar_Photovoltaic,16820.0,Laughlin Solar,Solar,PV_Laughlin Solar1PV-T50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17712,Sky Ranch Storage,10369,WESTMESA,345.0,'X1,3,Battery Storage,nan,Sky Ranch Storage1BA50,#TRUE#,#2023-12-31#,#2043-12-31#,Future-Planned,PNM,SW_PNM,-50.0,50.0,0.0,YES,NM,Valencia,,T1,MWH,Battery Storage,#FALSE#,,0,50,MWH_Battery Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17675,Route 66 Solar PV,10713,RT66_G1,0.66,'1,4,SolarPV-Tracking,_X,2032ADS,#TRUE#,#2021-12-01#,#2046-12-01#,Under Construction,PNM,SW_PNM,0.0,50.0,0.0,YES,NM,Cibola,,T1,Solar,Tracking,#FALSE#,,0,50,Solar_Tracking,17675.0,Route 66 Solar PV,Solar,PV_Route 66 Solar PV1PV-T50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17988,Gas (Peaking)18GT50,15080,PINAL_C,500.0,'XD,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)18GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16830,Goldstrike Grid BESS,18671,RAILRD,138.0,'X1,3,Battery Storage,nan,Goldstrike Grid BESS1BA50,#TRUE#,#2022-05-02#,#2050-12-31#,Future-Planned,NEVP,SW_NVE,-50.0,50.0,0.0,YES,NV,Clark,,T1,MWH,Battery Storage,#FALSE#,,0,50,MWH_Battery Storage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16796,Jicarilla Solar-1,10552,JEC_SPV1,0.55,'1,4,SolarPV-Tracking,NM-Future-Tier3,Jicarilla Solar-1,#TRUE#,#2022-04-30#,#2042-04-30#,Under Construction,PNM,SW_PNM,0.0,50.0,0.0,YES,NM,Rio Arriba,,,Solar,Tracking,#FALSE#,,0,50,Solar_Tracking,16796.0,Jicarilla Solar-1,Solar,PV_Jicarilla Affordable Solar-11PV-T150_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16819,Desert Obsidian,18602,EQUEST,69.0,'X1,4,SolarPV-Tracking,NV-Tier1,Desert Obsidian-Proposed,#TRUE#,#2023-12-31#,#2050-12-31#,Future-Conceptual,NEVP,SW_NVE,0.0,50.0,0.0,YES,NV,Clark,,,Solar,Photovoltaic,#FALSE#,,0,50,Solar_Photovoltaic,16819.0,Desert Obsidian,Solar,PV_Desert Obsidian1PV-T50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18323,Front Range-Midway1BA50,70286,MIDWAYPS,230.0,'X1,3,Battery Storage,_,2032ADS,#TRUE#,#2022-12-31#,#2042-12-30#,Future-Planned,PSCO,RM_PSCO,-50.0,50.0,0.0,YES,CO,El Paso,,T2,Electricity,,#FALSE#,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17986,Gas (Peaking)16GT50,15080,PINAL_C,500.0,'XB,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)16GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17483,BIGLOW CANYON,47840,BIGLW 1,34.5,'X0,4,WT-Onshore,_,ADS2032,#TRUE#,#2017-11-01#,#2050-12-31#,Existing,PGE,NW_PGE,0.0,50.0,0.0,YES,CA,0,,EC,Wind,Onshore,#FALSE#,,0,50,Wind_Onshore,17483.0,BIGLOW CANYON,Wind,WT_BIGLOW CANYON1WT50 A-1_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17537,Little Bear 4 Solar 5,365675,Q1128-5SPVG,34.5,'1,4,SolarPV-NonTracking,62465_C010451,ADS2032,#TRUE#,#2020-12-03#,#2050-12-31#,Existing,CIPV,CA_CISO,0.0,50.0,0.0,YES,CA,Fresno,,EC,Solar,NonTracking,#FALSE#,,0,50,Solar_NonTracking,17537.0,Little Bear 4 Solar 5,Solar,PV_Little Bear 4 Solar 51PV-NT50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16941,SG Sorrento,22836,TALEGA,69.0,'X3,4,SolarPV-Tracking,nan,nan,#TRUE#,#2015-08-29#,#2050-12-31#,Existing,CISD,CA_CISO,0.0,50.0,0.0,YES,CA,,,,Solar,Tracking,#FALSE#,,0,50,Solar_Tracking,16941.0,SG Sorrento,Solar,PV_SG Sorrento1PV-NT50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17673,Encino North,10478,RIOPUERC,115.0,'X1,4,SolarPV-Tracking,_X,2032ADS,#TRUE#,#2023-06-01#,#2043-06-01#,Pre-Const Reg Approval-Review,PNM,SW_PNM,0.0,50.0,0.0,YES,NM,Sandoval,,T1,Solar,Tracking,#FALSE#,,0,50,Solar_Tracking,17673.0,Encino North,Solar,PV_Encino North1PV-T50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17987,Gas (Peaking)17GT50,15080,PINAL_C,500.0,'XC,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2026-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)17GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18298,Generic Windn/aWT50,47327,KLNDIKE_WIND,115.0,'X0,4,WT-Onshore,nan,Utility Wind + Storage - Yakima - WT - 45267 - 01 - T3 - MEB,#TRUE#,#2027-01-01#,#2050-12-31#,Future-Conceptual,BPAT,NW_BPAT,0.0,50.0,0.0,YES,OR,,,T2,Wind,Onshore,#FALSE#,,0,50,Wind_Onshore,18298.0,Generic Windn/aWT50,Wind,WT_Generic Windn-aWT50 B-1_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18308,BUENA VISTA ENERGY CENTER 1BA50,11319,BV_BATT,13.8,'BT,3,Battery Storage,_,2032ADS,#TRUE#,#2022-05-31#,#2042-05-31#,Under Construction,EPE,SW_EPE,-50.0,50.0,0.0,YES,NM,Otero,,T1,Electricity,,#FALSE#,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15802,WINDSTAR1_GS,24263,WINDSTAR1_GS,0.69,'EQ,4,WT-Onshore,nan,nan,#TRUE#,#2012-01-28#,#2050-12-31#,Existing,CISC,CA_CISO,0.0,50.0,50.0,YES,CA,,,,,,#FALSE#,,0,50,,15802.0,WINDSTAR1_GS,Wind,WT_Windstar1WT120 A-1_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18108,Dagget Solar CD,24717,COLWATER,230.0,'X2,4,SolarPV-NonTracking,_,KANSAS,#TRUE#,#2022-11-03#,#2050-12-31#,Under Construction,CISC,CA_CISO,0.0,50.0,0.0,YES,CA,San Bernardino,,1,Solar,Non-Tracking,#FALSE#,,0,50,Solar_Non-Tracking,18108.0,Dagget Solar CD,Solar,PV_Dagget Solar CDPV-NT50_[18],50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18081,High 5 Solar BESS,25596,Hi5Solar_G2,0.48,'1,3,Battery Storage,_,_,#TRUE#,#2021-12-08#,#2050-12-31#,Existing,CISC,CA_CISO,-50.0,50.0,0.0,YES,CA,San Bernardino,,0,Electricity,,#FALSE#,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17734,Battery (Generic)BA50,25358,RP_VICTOR_G2,0.39,'VE,3,Battery Storage,_,34.196505_-118.931898,#TRUE#,#2031-01-01#,#2050-12-31#,Future-Planned,CISC,CA_CISO,-50.0,50.0,0.0,YES,CA,San Bernardino,,T3,Electricity,,#FALSE#,,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17975,Gas (Peaking)5GT50,15080,PINAL_C,500.0,'X0,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2025-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)5GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17976,Gas (Peaking)6GT50,15080,PINAL_C,500.0,'X1,1,CT-NatGas-Aero,_,Island Cogen-1_Island Cogen-1_IPP-ICG,#TRUE#,#2025-05-01#,#2050-12-31#,Future-Planned,SRP,SW_SRP,10.0,50.0,0.0,YES,BC,,,T3,NG,Industrial,#FALSE#,,16.665,50,NG_Industrial,,,,,,,Gas (Peaking)6GT50,CC,,False,6.0,2.0,-1.0,,17.4,17.4,22574.06,69.6,1.0,2.1,50.0,16.665,1218.902,16.6665,5.392,16.6685,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
